Metric,Value
ROC-AUC,0.6147928994082841
PR-AUC,0.6838588087421287
Balanced Acc.,0.6153846153846154
Sensitivity,0.6923076923076923
Specificity,0.5384615384615384
PPV,0.6521739130434783
NPV,0.5833333333333334
Kappa,0.2325581395348838
