fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.859504132231405,0.8027417027417026,0.7727272727272727,0.7727272727272727,0.8148148148148148,0.6875,1.0,8
2,0.575,0.7774417249417249,0.6086956521739131,0.525,0.7272727272727273,0.6666666666666666,0.8,8
3,0.6481481481481481,0.5884078884078885,0.6666666666666666,0.6805555555555556,0.6666666666666666,0.5833333333333334,0.7777777777777778,8
4,0.5714285714285714,0.8380054521806617,0.5,0.5225563909774436,0.5806451612903226,0.75,0.47368421052631576,8
5,0.7208333333333334,0.6448051948051948,0.7272727272727273,0.7166666666666667,0.6666666666666666,0.75,0.6,8
6,0.5318627450980392,0.45071845365963015,0.4482758620689655,0.49264705882352944,0.5294117647058824,0.4090909090909091,0.75,8
7,0.5913461538461537,0.802616174674998,0.5238095238095238,0.5192307692307692,0.5833333333333334,0.6363636363636364,0.5384615384615384,8
8,0.53125,0.635496206096535,0.56,0.5104166666666666,0.6666666666666666,0.6470588235294118,0.6875,8
9,0.6190476190476191,0.8160766155817372,0.5333333333333333,0.47619047619047616,0.65,0.6842105263157895,0.6190476190476191,8
10,0.7142857142857143,0.41666666666666663,0.6666666666666666,0.7857142857142857,0.5714285714285714,0.4,1.0,8
11,0.7008928571428571,0.7565407019451138,0.6333333333333333,0.6205357142857143,0.7027027027027027,0.6190476190476191,0.8125,8
12,0.6904761904761905,0.8056195275337978,0.7096774193548387,0.6547619047619048,0.7906976744186046,0.7727272727272727,0.8095238095238095,8
13,1.0,1.0,0.5,0.7083333333333334,0.5882352941176471,1.0,0.4166666666666667,8
14,0.480952380952381,0.3493661100803958,0.6363636363636364,0.5047619047619047,0.2,0.3333333333333333,0.14285714285714285,8
15,0.7083333333333333,0.6836309523809524,0.6470588235294118,0.6597222222222222,0.7,0.5833333333333334,0.875,8
