Competitor,Competitor_Mean_AUC,ΔMean_AUC,p_value,p_Bonferroni,Significant_uncorrected,Significant_Bonferroni
GradientBoosting,0.5723,+0.1197,2.25e-01,1.00e+00,✗,✗
ExtraTrees,0.5916,+0.1004,8.41e-02,1.00e+00,✗,✗
KNN,0.5954,+0.0966,6.83e-02,1.00e+00,✗,✗
RandomForest,0.6114,+0.0806,1.56e-01,1.00e+00,✗,✗
NaiveBayes,0.6444,+0.0476,9.77e-01,1.00e+00,✗,✗
LightGBM,0.6599,+0.0321,5.71e-01,1.00e+00,✗,✗
XGBoost,0.6678,+0.0242,6.95e-01,1.00e+00,✗,✗
SVM_Linear,0.6730,+0.0190,6.22e-01,1.00e+00,✗,✗
SVM_RBF,0.6810,+0.0110,8.79e-01,1.00e+00,✗,✗
