fold,n_estimators,max_depth,learning_rate,subsample
1,25,2,0.010131844303624045,0.7757279060334521
2,25,2,0.010131844303624045,0.7757279060334521
3,25,1,0.016584313263890035,0.9935871354122109
4,50,3,0.06571271013022326,0.8008335850362696
5,50,3,0.06571271013022326,0.8008335850362696
