source_plot_data_directory,dataset,feature_selection,smote,classifier,n_observations,n_benign,n_malignant,malignant_prevalence,threshold,pooled_roc_auc,pooled_average_precision,pooled_accuracy,pooled_balanced_accuracy,pooled_sensitivity,pooled_specificity,pooled_precision,pooled_f1,cohen_kappa,brier_score,TN,FP,FN,TP,fold_auc_mean,fold_auc_sd,fold_pr_auc_mean,fold_pr_auc_sd,feature_count_mean,feature_count_median,feature_count_min,feature_count_max
/Users/mahla/MyDrive/Research/SBU/Dr. Kheradpisheh/ML-Based-Classification-of-Benign-and-Malignant-Breast-Lesions-Using-Radiomic-Features-from-MRI-Data/Triple/nested_cv_outputs_all_triple_concat_batch_smote_compare/ADC_Post1_Pre/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote/plot_data,ADC_Post1_Pre,elasticnet_then_mrmr_auto_k,No,SVM_Linear,113,50,63,0.5575221238938053,0.5,0.7987301587301587,0.8316093387127443,0.7168141592920354,0.7130158730158731,0.746031746031746,0.68,0.746031746031746,0.746031746031746,0.426031746031746,0.1832445347783521,34,16,16,47,0.8364682539682541,0.08795376886350023,0.8786296727070168,0.05419650784961016,9.6,8.0,4,18
