Model,ROC_AUC,ROC_AUC_bootstrap_mean,ROC_AUC_CI95_low,ROC_AUC_CI95_high,PR_AUC,PR_AUC_bootstrap_mean,PR_AUC_CI95_low,PR_AUC_CI95_high,Accuracy,Balanced_Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Cohen_Kappa,Brier_Score,TN,FP,FN,TP,Mean_Selected_Features,Std_Selected_Features
GradientBoosting,0.6965976331360947,0.6974123676379883,0.6010470468444856,0.7910490009193164,0.7610111415729499,0.7624895616877979,0.6523301236040058,0.8500847454288691,0.6324786324786325,0.6269230769230769,0.676923076923077,0.5769230769230769,0.6666666666666666,0.5882352941176471,0.6717557251908397,0.2543352601156069,0.22160016690910314,30,22,21,44,10.0,5.477225575051661
XGBoost,0.6928994082840236,0.6931568501623514,0.5908574761746102,0.7878164934612898,0.6792658740728336,0.6908262328597564,0.5653128331313665,0.8125257296751259,0.6666666666666666,0.6615384615384616,0.7076923076923077,0.6153846153846154,0.696969696969697,0.6274509803921569,0.7022900763358778,0.32369942196531787,0.23190077985357185,32,20,19,46,10.0,5.477225575051661
SVM_RBF,0.6353550295857988,0.6361102867555546,0.5327359884171059,0.7350062444332571,0.6786249677073591,0.6886049088048068,0.5658442988062555,0.8016204213583509,0.5897435897435898,0.5961538461538461,0.5384615384615384,0.6538461538461539,0.660377358490566,0.53125,0.5932203389830508,0.18796992481203012,0.24355552112013645,34,18,30,35,10.0,5.477225575051661
LogisticRegression,0.6159763313609468,0.6176318381747038,0.5129591010030176,0.7191502852297256,0.6591023806822742,0.6695378106519732,0.5405482878689222,0.783668886804571,0.6153846153846154,0.6173076923076923,0.6,0.6346153846153846,0.6724137931034483,0.559322033898305,0.6341463414634146,0.23149905123339665,0.2480935678665272,33,19,26,39,10.0,5.477225575051661
RandomForest,0.6139053254437871,0.6142255633891834,0.5106931376753103,0.7146186593751556,0.6700513796255909,0.6739200646157164,0.5514191390064695,0.7856396663375156,0.6239316239316239,0.6192307692307693,0.6615384615384615,0.5769230769230769,0.6615384615384615,0.5769230769230769,0.6615384615384615,0.2384615384615385,0.24656020738216575,30,22,22,43,10.0,5.477225575051661
SVM_Linear,0.612130177514793,0.6133200554860043,0.5117863953088261,0.7103478313840155,0.6796160173997234,0.6856680845242007,0.5602345933847046,0.7965362786763718,0.5811965811965812,0.5826923076923076,0.5692307692307692,0.5961538461538461,0.6379310344827587,0.5254237288135594,0.6016260162601627,0.1631878557874763,0.24455941379935756,31,21,28,37,10.0,5.477225575051661
KNN,0.609319526627219,0.6091155308279813,0.5052665677748442,0.7088176548757029,0.7064786526899274,0.7085357925881042,0.5915511710557967,0.8046838611423436,0.5470085470085471,0.5461538461538462,0.5538461538461539,0.5384615384615384,0.6,0.49122807017543857,0.576,0.09142857142857141,0.2629226566376832,28,24,29,36,10.0,5.477225575051661
ExtraTrees,0.598224852071006,0.5996042406325706,0.4934737531376187,0.7062038642436446,0.6297072923235729,0.6387889550276914,0.5151167498342091,0.7589378692532361,0.6153846153846154,0.6096153846153847,0.6615384615384615,0.5576923076923077,0.6515151515151515,0.5686274509803921,0.6564885496183206,0.21965317919075145,0.2503790645833965,29,23,22,43,10.0,5.477225575051661
LightGBM,0.5869822485207101,0.5861744084174997,0.47970247477931904,0.6891551604311863,0.6366770601827718,0.6410809546149899,0.5142594807686155,0.7475460166640039,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6153846153846154,0.6666666666666666,0.5614035087719298,0.64,0.22857142857142865,0.2677672025209751,32,20,25,40,10.0,5.477225575051661
NaiveBayes,0.535207100591716,0.5352956427380474,0.4267805589511475,0.6408296273054677,0.580962675747008,0.5933358758722904,0.47351743729120194,0.718524514441975,0.5299145299145299,0.5057692307692307,0.7230769230769231,0.28846153846153844,0.5595238095238095,0.45454545454545453,0.6308724832214765,0.011976047904191711,0.3846226608981264,15,37,18,47,10.0,5.477225575051661
