Comparison,Best_Model,Other_Model,Mean_AUC_Best,Mean_AUC_Other,Mean_AUC_Difference,Wilcoxon_Statistic,Wilcoxon_p_value,Wilcoxon_q_value_FDR
GradientBoosting vs ExtraTrees,GradientBoosting,ExtraTrees,0.6559883557800225,0.6286980920314253,0.027290263748597065,0.0,0.0625,0.28125
GradientBoosting vs KNN,GradientBoosting,KNN,0.6559883557800225,0.6100420875420876,0.045946268237934906,4.0,0.4375,0.625
GradientBoosting vs LightGBM,GradientBoosting,LightGBM,0.6559883557800225,0.5617522446689114,0.0942361111111111,1.0,0.125,0.28125
GradientBoosting vs LogisticRegression,GradientBoosting,LogisticRegression,0.6559883557800225,0.6336840628507295,0.02230429292929296,5.0,0.625,0.625
GradientBoosting vs NaiveBayes,GradientBoosting,NaiveBayes,0.6559883557800225,0.5197853535353536,0.1362030022446689,1.0,0.125,0.28125
GradientBoosting vs RandomForest,GradientBoosting,RandomForest,0.6559883557800225,0.5995622895622896,0.056426066217732905,1.0,0.125,0.28125
GradientBoosting vs SVM_Linear,GradientBoosting,SVM_Linear,0.6559883557800225,0.6382996632996633,0.017688692480359224,5.0,0.625,0.625
GradientBoosting vs SVM_RBF,GradientBoosting,SVM_RBF,0.6559883557800225,0.6397895622895623,0.01619879349046016,5.0,0.625,0.625
GradientBoosting vs XGBoost,GradientBoosting,XGBoost,0.6559883557800225,0.6654040404040404,-0.00941568462401795,5.0,0.625,0.625
