Model,ROC_AUC,ROC_AUC_bootstrap_mean,ROC_AUC_CI95_low,ROC_AUC_CI95_high,PR_AUC,PR_AUC_bootstrap_mean,PR_AUC_CI95_low,PR_AUC_CI95_high,Accuracy,Balanced_Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Cohen_Kappa,Brier_Score,TN,FP,FN,TP,Mean_Selected_Features,Std_Selected_Features
SVM_RBF,0.694778311965812,0.6949401621306198,0.6360628350177769,0.7480140665944243,0.7610152842541602,0.7619191358737453,0.69977819208486,0.8197364951049714,0.603448275862069,0.6021634615384616,0.6145833333333334,0.5897435897435898,0.6483516483516484,0.5542168674698795,0.6310160427807486,0.2031063321385903,0.22297803268606142,92,64,74,118,6.0,0.0
SVM_Linear,0.6938601762820512,0.6938887058747762,0.635753316730626,0.7467365319865319,0.7599254154909068,0.7605943694814784,0.6975728050083451,0.8180090265756579,0.5977011494252874,0.5999599358974359,0.578125,0.6217948717948718,0.6529411764705882,0.5449438202247191,0.6132596685082873,0.19731119019375254,0.22133293354819153,97,59,81,111,6.0,0.0
ExtraTrees,0.6884682158119659,0.6884770302731572,0.6288586602295329,0.7437236069820543,0.7391871907444942,0.7406534733151582,0.6749001911449698,0.8029820893160822,0.6408045977011494,0.6426282051282051,0.625,0.6602564102564102,0.6936416184971098,0.5885714285714285,0.6575342465753424,0.28203604674192906,0.22756872845406714,103,53,72,120,6.0,0.0
NaiveBayes,0.6824919871794871,0.6825751152207997,0.6231282298220165,0.736286979776032,0.756885744758802,0.757673225577095,0.6968821215299726,0.8141984613078925,0.617816091954023,0.6290064102564104,0.5208333333333334,0.7371794871794872,0.7092198581560284,0.5555555555555556,0.6006006006006006,0.25034013605442185,0.27374662983573494,115,41,92,100,6.0,0.0
XGBoost,0.6334134615384615,0.6337731514706582,0.5743714538891284,0.6912048370422436,0.6869552676412833,0.6906759805960679,0.6137468422906448,0.7595206185616035,0.603448275862069,0.6075721153846154,0.5677083333333334,0.6474358974358975,0.6646341463414634,0.5489130434782609,0.6123595505617978,0.21158392434988182,0.2951158574629111,101,55,83,109,6.0,0.0
LightGBM,0.616169204059829,0.6164177344840369,0.5586541428553653,0.6763030592460518,0.6619284208572502,0.666808123488798,0.5896915082964878,0.7376847785734684,0.5804597701149425,0.5825320512820513,0.5625,0.6025641025641025,0.6352941176470588,0.5280898876404494,0.5966850828729282,0.16291024120205622,0.2614333131753003,94,62,84,108,6.0,0.0
LogisticRegression,0.4878472222222222,0.48783961882880644,0.427131202315193,0.5511810109103644,0.550247275923327,0.5537432236666724,0.4851923900170794,0.6215350214373133,0.48563218390804597,0.48157051282051283,0.5208333333333334,0.4423076923076923,0.5347593582887701,0.42857142857142855,0.5277044854881267,-0.036748552027161985,0.24990495999587276,69,87,92,100,6.0,0.0
