Metric,Value
ROC-AUC,0.694778311965812
PR-AUC,0.7610152842541602
Balanced Acc.,0.6021634615384616
Sensitivity,0.6145833333333334
Specificity,0.5897435897435898
PPV,0.6483516483516484
NPV,0.5542168674698795
Kappa,0.2031063321385903
