Comparison,Best_Model,Other_Model,Mean_AUC_Best,Mean_AUC_Other,Mean_AUC_Difference,Wilcoxon_Statistic,Wilcoxon_p_value,Wilcoxon_q_value_FDR
SVM_RBF vs ExtraTrees,SVM_RBF,ExtraTrees,0.6963065897428643,0.6880197462305304,0.008286843512333726,39.0,0.6495441992144484,0.8198868859519092
SVM_RBF vs LightGBM,SVM_RBF,LightGBM,0.6963065897428643,0.6513112191911212,0.04499537055174312,28.0,0.072998046875,0.14599609375
SVM_RBF vs LogisticRegression,SVM_RBF,LogisticRegression,0.6963065897428643,0.495,0.20130658974286425,0.0,6.103515625e-05,0.0003662109375
SVM_RBF vs NaiveBayes,SVM_RBF,NaiveBayes,0.6963065897428643,0.6803259968063889,0.0159805929364753,46.0,0.683239071626591,0.8198868859519092
SVM_RBF vs SVM_Linear,SVM_RBF,SVM_Linear,0.6963065897428643,0.6924433805120079,0.003863209230856272,58.5,0.9320932826616749,0.9320932826616749
SVM_RBF vs XGBoost,SVM_RBF,XGBoost,0.6963065897428643,0.6413780010838834,0.05492858865898083,19.0,0.03546470751403722,0.10639412254211167
