feature,variance,log10_variance
Morph_Compactness1,2.4904847040348165e-05,-4.603716103818753
GLSZM_SmallZoneLowGreyLevelEmphasis,0.00010699948268220357,-3.970618317964425
IH_RootMeanSquare_Intensity,0.0001254147294673535,-3.9016514508659497
GLCM_NormalisedInverseDifferenceMoment,0.00025940239226539697,-3.5860260214008943
NGTDM_Coarseness,0.0004037641962306129,-3.393872193650287
GLCM_NormalisedInverseDifference,0.000982979671255686,-3.0074554631632533
Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist,0.0027806836358444382,-2.5558484187547768
GLSZM_LowGrayLevelZoneEmphasis,0.0028293694258431043,-2.5483103436123784
GLRLM_ShortRunLowGreyLevelEmphasis,0.004092519604905786,-2.3880092313500345
GLSZM_NormalisedZoneSizeNonUniformity,0.004334164727285886,-2.363094586503502
GLCM_AngularSecondMoment,0.00493895008116672,-2.30636536321871
Morph_Sphericity,0.0055941115690243265,-2.25226887622643
GLRLM_ShortRunsEmphasis,0.005770410540636351,-2.2387932874292624
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0.00580269080561814,-2.236370569976063
GLSZM_NormalisedGreyLevelNonUniformity,0.0061265161907343236,-2.21278641435651
Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,0.006479753478201464,-2.1884415164533326
GLCM_InverseVariance,0.008940127723041296,-2.0486562765676055
GLRLM_RunPercentage,0.009329396135443924,-2.030146465910254
IH_Uniformity_Intensity,0.009649671012614543,-2.01548749281241
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0.010919720328042734,-1.961788484443448
GLSZM_SmallZoneEmphasis,0.011453001536687553,-1.9410806809724472
GLCM_JointMaximum,0.01158622662619935,-1.9360579809310803
GLRLM_LowGreyLevelRunEmphasis,0.012889357677696878,-1.889768724504481
Morph_Compactness2,0.013249492698125418,-1.877800749816852
GLCM_Correlation,0.013285527163890093,-1.876621208264578
GLCM_InverseDifference,0.0195315370771678,-1.709263577587779
IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity,0.019553819977053286,-1.7087683874583601
GLSZM_ZonePercentage,0.022485229728631907,-1.648102670924512
IB_IntensityBasedQuartileCoefficientOfDispersion,0.022905123849277894,-1.6400673556081833
GLCM_InverseDifferenceMoment,0.02460137122691416,-1.6090406855746766
Morph_SphericalDisproportion,0.026482572285039016,-1.5770398336063274
Morph_Asphericity,0.026482572285039016,-1.5770398336063274
IH_IntensityHistogramCoefficientOfVariation_Intensity,0.03320254417663196,-1.4788286367787173
Morph_RadiusRoiNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,0.033255835561974104,-1.4781321359119188
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,0.03920820440867595,-1.4066230463206946
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,0.04525837185575885,-1.3443010735881809
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,0.04748643221223304,-1.3234304589358175
IB_IntensityBasedCoefficientOfVariation,0.05076667790748554,-1.294421255213048
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,0.07206098336471863,-1.1422998156606983
IH_IntensityHistogramEntropyLog10_Intensity,0.07579065180044071,-1.1203843579750281
Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,0.08291194982285678,-1.0813828715178497
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,0.08702407910505998,-1.0603605637491913
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,0.10213561608981826,-0.9908227870564175
NGTDM_Contrast,0.1129996761777107,-0.9469228010652578
Morph_CentreOfMassShift_mm,0.18491840625362657,-0.7330198582460905
GLRLM_RunLengthVariance,0.24875937331461692,-0.6042205459488516
GLCM_JointEntropyLog10,0.2669075153500806,-0.5736391975517477
GLRLM_RunEntropy,0.36596731120662374,-0.43655770475903244
Morph_MaxIntensityCoor_PerimeterCoor_3DSmallestDist_mm,0.41523891623116016,-0.3817019511305228
IB_IntensitySkewness,0.6717548273271933,-0.17278920398007294
IH_IntensityHistogramSkewness_Intensity,0.6775296678815861,-0.1690716830135635
IH_IntensityHistogramEntropyLog2_Intensity,0.8363654757556662,-0.07760390268103833
GLSZM_ZoneSizeEntropy,0.8515529601049798,-0.06978833705363845
GLRLM_LongRunLowGreyLevelEmphasis,0.9872519646470945,-0.005571993337199567
GLRLM_LongRunsEmphasis,1.4045997541533546,0.14755258806615967
Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,1.7129933404134725,0.23375567456687166
IH_IntensityHistogramMinimumGreyLevel_Intensity,2.912557527942148,0.4642745121702209
GLCM_JointEntropyLog2,2.9453794863877665,0.4691412577740724
Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,3.1495903839068182,0.49825407582898945
GLCM_SumEntropy,3.345638734180589,0.5244790435534467
Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,3.8438703954916034,0.5847687360539237
GLCM_DifferenceEntropy,4.70941923714887,0.6729673534871959
IH_IntensityHistogramKurtosis_Intensity,4.85575023612095,0.686256339956891
IB_IntensityKurtosis,5.002663910947711,0.6992013270842304
IH_IntensityHistogramRobustMeanAbsoluteDeviation_Intensity,6.014306647483596,0.7791855674152023
GLCM_DifferenceAverage,6.091227723875297,0.7847048361414065
GLCM_Dissimilarity,6.091227723875297,0.7847048361414065
IH_IntensityHistogramMeanAbsoluteDeviation_Intensity,8.455907161799374,0.927160206165602
IH_IntensityHistogramMedianAbsoluteDeviation_Intensity,8.464142423262228,0.927582962479026
Morph_Compacity,10.338553081622537,1.014459761907125
IH_IntensityHistogramStd_Intensity,10.848678899417862,1.0353768550854623
Morph_SurfaceToVolumeRatio_cm,11.98352264714301,1.0785845009695219
Morph_MaxIntensityCoor_RoiCentroidCoor_Dist_cm,15.977326919477482,1.2035041215845388
IH_IntensityHistogram10thPercentile,18.13675213675213,1.258559517819184
IH_IntensityHistogram25thPercentile,31.487179487179485,1.4981337597786635
IH_IntensityHistogramInterquartileRange_Intensity,38.248520710059175,1.5826146431528676
IH_IntensityHistogramMean_Intensity,48.91774661789517,1.689466443173055
GLCM_JointAverage,58.77431051127728,1.7691875430644621
