feature,n_valid,shapiro_stat,shapiro_p_value,is_normal_global_p_ge_0_05,shapiro_q_value_fdr,is_normal_after_fdr_q_ge_0_05
Morph_Volume_cm3,117,0.1441553002047128,4.5589222996416597e-23,False,6.66083413019764e-22,False
Morph_ApproximateVolume_cm3,117,0.14444809542587633,4.5936787104811314e-23,False,6.66083413019764e-22,False
Morph_voxelsCounting_vx,117,0.14444809542587633,4.5936787104811314e-23,False,6.66083413019764e-22,False
Morph_SurfaceArea_cm2,117,0.2757293211317249,1.729952166330314e-21,False,1.4755474359876206e-20,False
Morph_SurfaceToVolumeRatio_cm,117,0.9660299385668002,0.004631590145661101,False,0.006036333929166829,False
Morph_Compacity,117,0.7488370846861815,7.296556778979204e-13,False,2.2510653892595418e-12,False
Morph_Compactness1,117,0.9383798148619276,4.167518502308472e-05,False,6.714335364830316e-05,False
Morph_Compactness2,117,0.9755267647774287,0.030842363073082843,False,0.037899513945737394,False
Morph_SphericalDisproportion,117,0.7892628418410266,1.1493740906495475e-11,False,3.144514021588419e-11,False
Morph_Sphericity,117,0.9171123340739049,2.1335720011317053e-06,False,3.81935728597651e-06,False
Morph_Asphericity,117,0.7892628418410268,1.14937409064956e-11,False,3.144514021588419e-11,False
Morph_MaxIntensityCoor_RoiCentroidCoor_Dist_cm,117,0.6432013104058311,1.8636639341992566e-15,False,8.444727201840382e-15,False
Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,117,0.9538460455524536,0.0005046101484652954,False,0.0006838174909109143,False
Morph_RadiusRoiNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,117,0.9805069607312368,0.08699337828401633,True,0.10339376927198664,True
Morph_CentreOfMassShift_mm,117,0.7027553726624152,4.4867777956061796e-14,False,1.7120599483234106e-13,False
Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,117,0.6930269113569336,2.5910520864970894e-14,False,1.0154123041677782e-13,False
Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist,117,0.711724750849744,7.529162617585909e-14,False,2.7993040501280946e-13,False
Morph_MaxIntensityCoor_PerimeterCoor_3DSmallestDist_mm,117,0.6120986544999456,4.113730887704933e-16,False,2.113224685768214e-15,False
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,117,0.9511383311391733,0.0003183286566860893,False,0.00043959671637602805,False
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,117,0.9306553194390879,1.3417302635056469e-05,False,2.208855126503401e-05,False
Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,117,0.670991872973189,7.81000945666804e-15,False,3.235575346333902e-14,False
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,117,0.7704857621135184,3.0641697684265424e-12,False,9.067441151466299e-12,False
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,117,0.7221093758187489,1.3909048437533593e-13,False,4.9190537157131e-13,False
Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,117,0.7385924574472809,3.812032215198495e-13,False,1.256237889099504e-12,False
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,117,0.7915522437578464,1.3577445360661678e-11,False,3.645795513511006e-11,False
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,117,0.7882394233951285,1.0673053890359388e-11,False,3.0344957139257085e-11,False
Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,117,0.7129695469460218,8.097230131866689e-14,False,2.9352459228016747e-13,False
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,117,0.8360902435140096,4.5791685190522586e-10,False,1.0539356115279007e-09,False
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,117,0.8256244883799383,1.9014580539196477e-10,False,4.753645134799119e-10,False
Morph_Maximum3DDiameter_mm,117,0.675540742144098,9.955831579904498e-15,False,4.009987719683756e-14,False
Morph_SphereDiameter_mm,117,0.6301272617142055,9.765345360702005e-16,False,4.567661539683196e-15,False
