Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
KNN,LightGBM,0.7178485576923077,0.6036658653846154,0.11418269230769229,2.802616387661481,0.005068992276607937,✓,✓,0.22810465244735714,✗
KNN,RandomForest,0.7178485576923077,0.6295072115384615,0.08834134615384626,2.524946656750979,0.01157158523245628,✓,✗,0.5207213354605327,✗
KNN,GradientBoosting,0.7178485576923077,0.6104266826923077,0.107421875,2.3857437338696292,0.017044623656908675,✓,✗,0.7670080645608903,✗
KNN,ExtraTrees,0.7178485576923077,0.6400240384615385,0.07782451923076916,2.325314774816501,0.020055134832634512,✓,✗,0.902481067468553,✗
KNN,NaiveBayes,0.7178485576923077,0.6307091346153846,0.08713942307692313,1.8404749992166038,0.06569853142987044,✗,✗,1.0,✗
KNN,XGBoost,0.7178485576923077,0.6547475961538463,0.06310096153846145,1.7190150959993167,0.08561162317927447,✗,✗,1.0,✗
SVM_RBF,LightGBM,0.6729266826923077,0.6036658653846154,0.06926081730769229,1.6557244592666591,0.09777763167851622,✗,✗,1.0,✗
KNN,LogisticRegression,0.7178485576923077,0.6637620192307692,0.05408653846153855,1.559649459190339,0.11884274174946556,✗,✗,1.0,✗
SVM_RBF,GradientBoosting,0.6729266826923077,0.6104266826923077,0.0625,1.543521453262136,0.12270430638036108,✗,✗,1.0,✗
SVM_Linear,LightGBM,0.6640625,0.6036658653846154,0.06039663461538458,1.5177588977545924,0.1290751902112655,✗,✗,1.0,✗
KNN,SVM_Linear,0.7178485576923077,0.6640625,0.05378605769230771,1.5109223881982345,0.13080822602612982,✗,✗,1.0,✗
LogisticRegression,LightGBM,0.6637620192307692,0.6036658653846154,0.060096153846153744,1.4967318255231852,0.13446305168027198,✗,✗,1.0,✗
XGBoost,LightGBM,0.6547475961538463,0.6036658653846154,0.05108173076923084,1.4910967359278062,0.13593609918192745,✗,✗,1.0,✗
SVM_Linear,GradientBoosting,0.6640625,0.6104266826923077,0.05363581730769229,1.4033923173792373,0.16049988267789006,✗,✗,1.0,✗
LogisticRegression,GradientBoosting,0.6637620192307692,0.6104266826923077,0.05333533653846145,1.3836224367171017,0.16647409452877904,✗,✗,1.0,✗
KNN,SVM_RBF,0.7178485576923077,0.6729266826923077,0.044921875,1.3156235197752753,0.18830043538853325,✗,✗,1.0,✗
SVM_RBF,RandomForest,0.6729266826923077,0.6295072115384615,0.043419471153846256,1.3012084904151473,0.19318709985734428,✗,✗,1.0,✗
ExtraTrees,SVM_RBF,0.6400240384615385,0.6729266826923077,-0.03290264423076916,-1.1160779525881566,0.2643887685885844,✗,✗,1.0,✗
LogisticRegression,RandomForest,0.6637620192307692,0.6295072115384615,0.03425480769230771,1.037685216255076,0.2994166298876808,✗,✗,1.0,✗
