feature,variance,log10_variance
ADC_Morph_Compacity,2.3439941326773996e-05,-4.6300434612202706
Pre_Morph_Compactness1,2.485984558261132e-05,-4.604501555844451
ADC_GLCM_InverseDifferenceMoment,0.00010380891210831233,-3.9837653560485227
Pre_IH_RootMeanSquare_Intensity,0.00011070525675790857,-3.9558317525537743
ADC_GLSZM_HighGrayLevelZoneEmphasis,0.00026813789589870174,-3.5716418012693807
Pre_GLCM_NormalisedInverseDifferenceMoment,0.0002908200402235611,-3.536375668332618
Pre_GLSZM_SmallZoneLowGreyLevelEmphasis,0.0003180597455123658,-3.4974912915143235
ADC_IH_Uniformity_Intensity,0.0003451327032100713,-3.4620138857244247
Pre_NGTDM_Coarseness,0.0004014482150418202,-3.396370467664797
ADC_GLCM_InverseDifference,0.0007265953479623519,-3.138707386443646
Pre_GLCM_NormalisedInverseDifference,0.0010936622418111117,-2.961116781047978
Pre_GLSZM_NormalisedGreyLevelNonUniformity,0.0015664762950432292,-2.80507617248704
Pre_GLCM_AngularSecondMoment,0.001573742515174919,-2.8030663221369254
Pre_GLSZM_LowGrayLevelZoneEmphasis,0.0023205016119477824,-2.6344181253729073
Pre_Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist,0.003526214529646608,-2.45269126927952
ADC_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0.0035673402882288154,-2.447655461257259
Pre_GLRLM_ShortRunLowGreyLevelEmphasis,0.0037943955376236746,-2.4208573989908726
Pre_GLRLM_ShortRunsEmphasis,0.00455189020787435,-2.341808221625082
Pre_GLSZM_NormalisedZoneSizeNonUniformity,0.004780687404967417,-2.3205096525187514
Pre_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0.00479924871960244,-2.3188267422146684
Pre_GLCM_JointMaximum,0.005192968462466247,-2.284584314836905
ADC_Morph_SphericalDisproportion,0.0052180005089197574,-2.2824958827951454
ADC_GLRLM_RunEntropy,0.0054531651048518575,-2.263351352950465
Pre_IH_Uniformity_Intensity,0.0055314267591866665,-2.257162833585738
Pre_Morph_Sphericity,0.005598491404246847,-2.251928984179856
ADC_Morph_MaxIntensityCoor_PerimeterCoor_3DSmallestDist_mm,0.006950365071914306,-2.1579923831813757
ADC_GLRLM_HighGreyLevelRunEmphasis,0.007126624225935302,-2.1471161401045307
Pre_GLRLM_RunPercentage,0.007727485999970101,-2.111961773027122
Pre_Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,0.007955568115869336,-2.0993288014087796
Pre_GLRLM_LowGreyLevelRunEmphasis,0.008577642070718698,-2.0666320799809133
ADC_GLSZM_NormalisedZoneSizeNonUniformity,0.008908217697520671,-2.0502091782443093
Pre_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0.009349411361330157,-2.029215731388368
Pre_GLCM_InverseVariance,0.01007127085627157,-1.996915723937338
Pre_GLCM_Correlation,0.010262398519814796,-1.9887511243492932
Pre_GLSZM_SmallZoneEmphasis,0.010340951665917218,-1.985439491737993
ADC_GLCM_NormalisedInverseDifferenceMoment,0.011405445154044819,-1.942887759523089
ADC_Morph_Compactness1,0.012769604875587178,-1.893822540682763
Pre_Morph_Compactness2,0.013126397794516088,-1.8818544385843687
ADC_Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,0.013203193767325455,-1.8793210030222471
ADC_GLSZM_ZoneSizeNonUniformity,0.016006809531913413,-1.795695222754648
Pre_GLCM_InverseDifference,0.01688127580634032,-1.7725947345379638
ADC_NGTDM_Strength,0.017731775782668345,-1.75124776894338
