Feature,Outlier_Count,Outlier_Rate
Pre_GLSZM_LargeZoneLowGreyLevelEmphasis,33,0.28448275862068967
Post2_GLSZM_ZoneSizeVariance,33,0.28448275862068967
Post1_GLSZM_ZoneSizeVariance,32,0.27586206896551724
Post1_GLSZM_LargeZoneLowGreyLevelEmphasis,32,0.27586206896551724
Post1_GLSZM_LargeZoneEmphasis,31,0.2672413793103448
Post2_GLSZM_LargeZoneEmphasis,30,0.25862068965517243
Post1_GLSZM_LargeZoneHighGreyLevelEmphasis,28,0.2413793103448276
Post2_GLSZM_LargeZoneLowGreyLevelEmphasis,28,0.2413793103448276
Pre_GLSZM_LargeZoneEmphasis,27,0.23275862068965517
Pre_GLSZM_ZoneSizeVariance,27,0.23275862068965517
Pre_GLCM_ClusterShade,25,0.21551724137931033
Post1_IH_MaximumHistogramGradient_Intensity,25,0.21551724137931033
Post2_GLSZM_LargeZoneHighGreyLevelEmphasis,25,0.21551724137931033
Pre_GLCM_ClusterProminence,24,0.20689655172413793
Pre_GLSZM_LargeZoneHighGreyLevelEmphasis,24,0.20689655172413793
Pre_NGTDM_Busyness,24,0.20689655172413793
Pre_IH_MaximumHistogramGradient_Intensity,23,0.19827586206896552
Pre_IH_MinimumHistogramGradient_Intensity,23,0.19827586206896552
Pre_GLRLM_GreyLevelNonUniformity,23,0.19827586206896552
Post2_IB_TotalLesionGlycolysis,21,0.1810344827586207
Post1_IB_TotalLesionGlycolysis,21,0.1810344827586207
Post1_IH_MinimumHistogramGradient_Intensity,21,0.1810344827586207
Post2_Morph_IntegratedIntensity_Intensity,21,0.1810344827586207
Post1_Morph_IntegratedIntensity_Intensity,21,0.1810344827586207
Post2_IH_MinimumHistogramGradient_Intensity,21,0.1810344827586207
Post2_NGTDM_Busyness,21,0.1810344827586207
Pre_GLRLM_LongRunLowGreyLevelEmphasis,20,0.1724137931034483
Post1_GLRLM_GreyLevelNonUniformity,20,0.1724137931034483
Post2_GLRLM_GreyLevelNonUniformity,20,0.1724137931034483
Pre_Morph_Volume_cm3,19,0.16379310344827586
Post1_Morph_voxelsCounting_vx,19,0.16379310344827586
Post2_GLRLM_RunLengthNonUniformity,19,0.16379310344827586
Post1_GLCM_AngularSecondMoment,19,0.16379310344827586
Post1_NGTDM_Busyness,19,0.16379310344827586
Post2_IH_MaximumHistogramGradient_Intensity,19,0.16379310344827586
Post1_Morph_ApproximateVolume_cm3,19,0.16379310344827586
Post1_Morph_Volume_cm3,19,0.16379310344827586
Pre_GLSZM_GreyLevelNonUniformity,19,0.16379310344827586
Post2_Morph_Volume_cm3,19,0.16379310344827586
Post2_Morph_ApproximateVolume_cm3,19,0.16379310344827586
Pre_Morph_ApproximateVolume_cm3,19,0.16379310344827586
Pre_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,19,0.16379310344827586
Pre_Morph_voxelsCounting_vx,19,0.16379310344827586
Post2_Morph_voxelsCounting_vx,19,0.16379310344827586
Pre_GLRLM_RunLengthNonUniformity,18,0.15517241379310345
Pre_Morph_IntegratedIntensity_Intensity,18,0.15517241379310345
Pre_GLCM_AngularSecondMoment,18,0.15517241379310345
Post1_GLCM_JointMaximum,18,0.15517241379310345
Post1_IB_IntensityBasedEnergy,18,0.15517241379310345
Post2_IB_IntensityBasedEnergy,18,0.15517241379310345
Post2_GLSZM_ZoneSizeNonUniformity,18,0.15517241379310345
Pre_IB_TotalLesionGlycolysis,18,0.15517241379310345
Post2_GLCM_JointMaximum,17,0.14655172413793102
Post2_GLCM_AngularSecondMoment,17,0.14655172413793102
Post1_GLRLM_LongRunLowGreyLevelEmphasis,17,0.14655172413793102
Post2_GLCM_ClusterShade,17,0.14655172413793102
Post1_GLRLM_RunLengthNonUniformity,17,0.14655172413793102
Post2_GLCM_ClusterProminence,17,0.14655172413793102
Post1_GLSZM_GreyLevelNonUniformity,17,0.14655172413793102
Pre_GLRLM_LowGreyLevelRunEmphasis,16,0.13793103448275862
Pre_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,16,0.13793103448275862
Pre_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,16,0.13793103448275862
Post2_GLRLM_LongRunLowGreyLevelEmphasis,16,0.13793103448275862
Pre_GLCM_JointMaximum,15,0.12931034482758622
Post1_GLCM_ClusterProminence,15,0.12931034482758622
Post2_GLSZM_GreyLevelNonUniformity,15,0.12931034482758622
Post2_GLRLM_RunLengthVariance,14,0.1206896551724138
Post1_Morph_SurfaceArea_cm2,14,0.1206896551724138
Pre_GLRLM_ShortRunLowGreyLevelEmphasis,14,0.1206896551724138
Pre_Morph_SurfaceArea_cm2,14,0.1206896551724138
Post2_GLRLM_LowGreyLevelRunEmphasis,14,0.1206896551724138
Post2_Morph_SurfaceArea_cm2,14,0.1206896551724138
Post1_GLRLM_LongRunsEmphasis,14,0.1206896551724138
Post1_IH_Uniformity_Intensity,13,0.11206896551724138
Post1_GLCM_ClusterShade,13,0.11206896551724138
Pre_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,13,0.11206896551724138
Pre_GLRLM_RunLengthVariance,13,0.11206896551724138
Post1_GLRLM_RunLengthVariance,13,0.11206896551724138
Post1_GLSZM_ZoneSizeNonUniformity,13,0.11206896551724138
Post1_GLRLM_LowGreyLevelRunEmphasis,12,0.10344827586206896
Pre_IB_IntensityBasedEnergy,12,0.10344827586206896
Post2_IH_Uniformity_Intensity,12,0.10344827586206896
Post2_GLRLM_ShortRunLowGreyLevelEmphasis,12,0.10344827586206896
Pre_GLSZM_ZoneSizeNonUniformity,12,0.10344827586206896
Pre_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,12,0.10344827586206896
Pre_GLRLM_LongRunsEmphasis,11,0.09482758620689655
Post2_GLRLM_LongRunsEmphasis,11,0.09482758620689655
Pre_IH_Uniformity_Intensity,10,0.08620689655172414
Pre_NGTDM_Complexity,10,0.08620689655172414
Post1_GLRLM_ShortRunLowGreyLevelEmphasis,10,0.08620689655172414
Post2_GLSZM_NormalisedGreyLevelNonUniformity,9,0.07758620689655173
Post1_IB_IntensityKurtosis,9,0.07758620689655173
Pre_GLSZM_SmallZoneHighGreyLevelEmphasis,9,0.07758620689655173
Post1_IH_IntensityHistogramKurtosis_Intensity,9,0.07758620689655173
Post2_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,9,0.07758620689655173
Pre_GLSZM_SmallZoneLowGreyLevelEmphasis,9,0.07758620689655173
Post1_Morph_CentreOfMassShift_mm,9,0.07758620689655173
Post2_Morph_CentreOfMassShift_mm,8,0.06896551724137931
Post2_GLRLM_RunPercentage,8,0.06896551724137931
Post1_GLSZM_NormalisedGreyLevelNonUniformity,8,0.06896551724137931
Post2_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,8,0.06896551724137931
Pre_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,8,0.06896551724137931
Post2_Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist,8,0.06896551724137931
Pre_GLRLM_RunPercentage,8,0.06896551724137931
Post2_GLSZM_SmallZoneLowGreyLevelEmphasis,8,0.06896551724137931
Pre_GLCM_DifferenceVariance,8,0.06896551724137931
Pre_IH_IntensityHistogramKurtosis_Intensity,7,0.0603448275862069
Pre_Morph_SphereDiameter_mm,7,0.0603448275862069
Pre_GLRLM_ShortRunsEmphasis,7,0.0603448275862069
Pre_GLSZM_NormalisedGreyLevelNonUniformity,7,0.0603448275862069
Pre_NGTDM_Contrast,7,0.0603448275862069
Post1_NGTDM_Complexity,7,0.0603448275862069
Pre_IB_IntensityKurtosis,7,0.0603448275862069
Post1_Morph_SphereDiameter_mm,7,0.0603448275862069
Pre_GLSZM_LowGrayLevelZoneEmphasis,7,0.0603448275862069
Post1_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,7,0.0603448275862069
Post2_GLSZM_LowGrayLevelZoneEmphasis,7,0.0603448275862069
Post2_Morph_SphereDiameter_mm,7,0.0603448275862069
Post1_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,7,0.0603448275862069
Pre_GLCM_JointVariance,7,0.0603448275862069
Post1_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,7,0.0603448275862069
Post1_GLRLM_ShortRunsEmphasis,7,0.0603448275862069
Pre_GLCM_SumEntropy,7,0.0603448275862069
Pre_Morph_Maximum3DDiameter_mm,6,0.05172413793103448
Post1_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,6,0.05172413793103448
Post1_Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,6,0.05172413793103448
Post1_Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist,6,0.05172413793103448
Post2_IH_IntensityHistogramKurtosis_Intensity,6,0.05172413793103448
Post2_IB_IntensityKurtosis,6,0.05172413793103448
Post2_Morph_Maximum3DDiameter_mm,6,0.05172413793103448
Post2_GLRLM_ShortRunsEmphasis,6,0.05172413793103448
Post2_Morph_Compacity,6,0.05172413793103448
Post2_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,6,0.05172413793103448
Pre_IB_IntensityVariance,6,0.05172413793103448
Pre_GLSZM_GreyLevelVariance,6,0.05172413793103448
Post1_Morph_Compacity,6,0.05172413793103448
Post1_Morph_MaxIntensityCoor_RoiCentroidCoor_Dist_cm,6,0.05172413793103448
Pre_Morph_Compacity,6,0.05172413793103448
Post1_Morph_Maximum3DDiameter_mm,6,0.05172413793103448
Pre_IH_IntensityHistogramVariance_Intensity,6,0.05172413793103448
Post1_GLRLM_RunPercentage,6,0.05172413793103448
Pre_GLCM_Contrast,6,0.05172413793103448
Pre_GLRLM_GreyLevelVariance,6,0.05172413793103448
Post1_GLCM_SumEntropy,5,0.04310344827586207
Post1_Morph_Sphericity,5,0.04310344827586207
Post1_Morph_Asphericity,5,0.04310344827586207
Pre_GLCM_SumVariance,5,0.04310344827586207
Post1_IB_IntensityBasedCoefficientOfVariation,5,0.04310344827586207
Post2_IH_IntensityHistogramVariance_Intensity,5,0.04310344827586207
Post2_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,5,0.04310344827586207
Post1_GLSZM_LowGrayLevelZoneEmphasis,5,0.04310344827586207
Pre_Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist,5,0.04310344827586207
Pre_Morph_SphericalDisproportion,5,0.04310344827586207
Post1_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,5,0.04310344827586207
Pre_Morph_Sphericity,5,0.04310344827586207
Post2_IB_IntensityVariance,5,0.04310344827586207
Pre_Morph_Asphericity,5,0.04310344827586207
