Comparison,Best_Model,Other_Model,Mean_AUC_Best,Mean_AUC_Other,Mean_AUC_Difference,Wilcoxon_Statistic,Wilcoxon_p_value,Wilcoxon_q_value_FDR
SVM_RBF vs ExtraTrees,SVM_RBF,ExtraTrees,0.805,0.7487698412698413,0.05623015873015873,1.0,0.125,0.140625
SVM_RBF vs GradientBoosting,SVM_RBF,GradientBoosting,0.805,0.7226587301587302,0.0823412698412698,0.0,0.0625,0.09375
SVM_RBF vs KNN,SVM_RBF,KNN,0.805,0.7365674603174603,0.06843253968253966,0.0,0.0625,0.09375
SVM_RBF vs LightGBM,SVM_RBF,LightGBM,0.805,0.6730158730158731,0.13198412698412693,0.0,0.0625,0.09375
SVM_RBF vs LogisticRegression,SVM_RBF,LogisticRegression,0.805,0.7690873015873015,0.035912698412698375,1.0,0.125,0.140625
SVM_RBF vs NaiveBayes,SVM_RBF,NaiveBayes,0.805,0.7290079365079365,0.07599206349206346,4.0,0.4375,0.4375
SVM_RBF vs RandomForest,SVM_RBF,RandomForest,0.805,0.7368253968253968,0.06817460317460314,0.0,0.0625,0.09375
SVM_RBF vs SVM_Linear,SVM_RBF,SVM_Linear,0.805,0.7784523809523809,0.026547619047619042,0.0,0.0625,0.09375
SVM_RBF vs XGBoost,SVM_RBF,XGBoost,0.805,0.6974206349206349,0.10757936507936505,0.0,0.0625,0.09375
