Competitor,Competitor_Mean_AUC,ΔMean_AUC,p_value,p_Bonferroni,Significant_uncorrected,Significant_Bonferroni
SVM_Linear,0.5316,+0.1863,4.40e-02,1.00e+00,✓,✗
LightGBM,0.5728,+0.1451,7.29e-01,1.00e+00,✗,✗
LogisticRegression,0.6036,+0.1143,4.23e-01,1.00e+00,✗,✗
RandomForest,0.6188,+0.0991,9.37e-01,1.00e+00,✗,✗
KNN,0.6292,+0.0887,8.09e-01,1.00e+00,✗,✗
XGBoost,0.6345,+0.0834,8.25e-01,1.00e+00,✗,✗
NaiveBayes,0.6388,+0.0791,6.50e-01,1.00e+00,✗,✗
GradientBoosting,0.6641,+0.0538,3.87e-01,1.00e+00,✗,✗
ExtraTrees,0.6746,+0.0433,8.42e-02,1.00e+00,✗,✗
