Metric,Value
ROC-AUC,0.7406850961538461
PR-AUC,0.7867392861145599
Balanced Acc.,0.6784855769230769
Sensitivity,0.703125
Specificity,0.6538461538461539
PPV,0.7142857142857143
NPV,0.6415094339622641
Kappa,0.35632873425314937
