k,mean_score,std_score,fold_scores,metric,tuning_model
16,0.6971964224286206,0.08415119469603326,"[0.5784313725490196, 0.7631578947368421, 0.75]",auc,LogisticRegression
10,0.6740224744868707,0.08999170767686343,"[0.5555555555555556, 0.6929824561403508, 0.7735294117647059]",auc,LogisticRegression
12,0.6652161449375072,0.08287861135682165,"[0.5555555555555556, 0.6842105263157896, 0.7558823529411764]",auc,LogisticRegression
14,0.6637082903336773,0.07331502228667808,"[0.5686274509803921, 0.6754385964912282, 0.7470588235294117]",auc,LogisticRegression
18,0.6147918816649466,0.1236845824599247,"[0.5196078431372548, 0.7894736842105262, 0.5352941176470589]",auc,LogisticRegression
8,0.6087661965370944,0.051640908297947166,"[0.5359477124183007, 0.6403508771929826, 0.65]",auc,LogisticRegression
6,0.5328861369109048,0.05282953345987155,"[0.5784313725490196, 0.5614035087719299, 0.45882352941176474]",auc,LogisticRegression
4,0.5271127164316018,0.0633896805702059,"[0.5816993464052287, 0.5614035087719298, 0.43823529411764706]",auc,LogisticRegression
