Metric,Value
ROC-AUC,0.7016225961538461
PR-AUC,0.7838850813290543
Balanced Acc.,0.6316105769230769
Sensitivity,0.609375
Specificity,0.6538461538461539
PPV,0.6842105263157895
NPV,0.576271186440678
Kappa,0.25994065281899104
