Pair_Tag,Dataset_A,Dataset_B,Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K,Run_Name,Run_Dir,Experiment_ID,FS_METHOD,FS_N_FEATURES,USE_SMOTE,N_Unique_Selected_Features,Max_Selection_Count,Mean_Selection_Count
ADC_Post1,ADC,Post1,SVM_Linear,0.7927380952380952,0.0451892663237556,0.7726984126984127,0.8474377926664381,0.084388421020756,0.8404095590668283,0.6787535014005603,0.0777145312561746,0.672566371681416,0.6842857142857144,0.0839270610393569,0.6630158730158731,0.7093778280542986,0.1138585332168397,0.6911764705882353,0.7752380952380953,0.1235471375131965,0.746031746031746,0.7252106479083823,0.0588812925737817,0.7175572519083969,0.5933333333333334,0.1522424966222565,0.58,8.4,8.4,4.8,4,6.0,16,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch/ADC_Post1/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,22,5,1.9090909090909092
ADC_Post1,ADC,Post1,KNN,0.7637301587301588,0.0641733536973637,0.6973015873015872,0.7822141820168137,0.1437768203641428,0.6966161939452311,0.6718487394957983,0.1053651425962558,0.6548672566371682,0.6973412698412699,0.0729005732159072,0.6553968253968254,0.7728021978021978,0.1781855509539757,0.7068965517241379,0.6982539682539681,0.2164036428970364,0.6507936507936508,0.6816583340880017,0.1417212871096811,0.6776859504132231,0.6964285714285714,0.2248708372022399,0.66,7.2,7.2,4.1182520563948,4,4.0,14,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch/ADC_Post1/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,25,4,1.44
ADC_Post1,ADC,Post1,LightGBM,0.7563492063492063,0.0609712892298929,0.7225396825396826,0.7890283912799024,0.0885581688781579,0.7941099273806389,0.7149439775910365,0.093070926867582,0.7079646017699115,0.6897222222222221,0.1238970234153617,0.7030158730158731,0.7395530939648587,0.1108291847275269,0.734375,0.7525396825396825,0.1278959327520326,0.746031746031746,0.7405610755468441,0.1005842959274248,0.7401574803149606,0.6269047619047619,0.242536669972149,0.66,9.2,9.2,2.4,6,8.0,12,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch/ADC_Post1/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,30,5,1.5333333333333334
ADC_Post2,ADC,Post2,SVM_Linear,0.8272747295235334,0.0465499716453926,0.7518750000000001,0.8824926507852652,0.0392958706505669,0.8272119792477228,0.7055350446654794,0.0651066701959826,0.7017543859649122,0.7284542796384903,0.0492592302761172,0.6950000000000001,0.7507536907536908,0.1434748158450094,0.7272727272727273,0.792514619883041,0.175558010042412,0.75,0.7394260012850717,0.0615606157914734,0.7384615384615385,0.6643939393939394,0.2090634588920155,0.64,8.8,8.8,4.48998886412873,4,8.0,14,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch/ADC_Post2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,34,4,1.2941176470588236
ADC_Post2,ADC,Post2,SVM_RBF,0.8083208940625207,0.0558555341905075,0.7078125,0.865824512156542,0.0528995034383477,0.8082217680298267,0.6494404146578059,0.055032424840041,0.6491228070175439,0.6886416799574695,0.0543871761417468,0.6481250000000001,0.7237606837606838,0.1601394673034687,0.7,0.7000106326422115,0.1698567651639274,0.65625,0.6770614692653674,0.0542535903150649,0.6774193548387096,0.6772727272727272,0.1938328305719385,0.64,12.8,12.8,4.1182520563948,8,14.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch/ADC_Post2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,30,5,2.1333333333333333
ADC_Post2,ADC,Post2,ExtraTrees,0.7121531445694125,0.1273892688548015,0.6196875,0.781341415347024,0.1138377434200469,0.720657719937857,0.5936252153643458,0.0957273295589789,0.5877192982456141,0.6174700007594744,0.0854411548192507,0.59125,0.6789321789321789,0.1201700551155313,0.6545454545454545,0.6082083997873472,0.1817788977337012,0.5625,0.6098617724104981,0.0884070716558472,0.6050420168067226,0.6267316017316018,0.1849625042471088,0.62,12.8,12.8,4.833218389437829,4,14.0,18,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch/ADC_Post2/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,40,5,1.6
ADC_Pre,ADC,Pre,SVM_Linear,0.7571619935974003,0.0645553850738406,0.6690625,0.7694451807768414,0.0983534470510227,0.6884476265048114,0.659314598445033,0.072121567969785,0.6578947368421053,0.6832594744436851,0.0414639213849749,0.6428125,0.6894117647058824,0.1429980521076228,0.6712328767123288,0.8125146198830411,0.1808867880601842,0.765625,0.7132807881773399,0.0731507660918516,0.7153284671532847,0.5540043290043289,0.1780098739578124,0.52,12.0,12.0,4.1952353926806065,8,10.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch/ADC_Pre/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,28,5,2.142857142857143
ADC_Pre,ADC,Pre,SVM_RBF,0.7325205288243566,0.0687984025723044,0.6734375,0.7789900490902436,0.0784559182483267,0.7288628379468061,0.632437128089302,0.0514857297040888,0.631578947368421,0.6500018986861092,0.0237981672610164,0.6171875,0.6688888888888889,0.1408352509183498,0.6527777777777778,0.772514619883041,0.1792238814594006,0.734375,0.6859735059156639,0.0661771452541692,0.6911764705882353,0.5274891774891775,0.1881967106819574,0.5,8.8,8.8,4.833218389437829,4,8.0,18,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch/ADC_Pre/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,34,4,1.2941176470588236
ADC_Pre,ADC,Pre,SVM_RBF,0.6955157176688277,0.1170391191736852,0.6,0.7463754618965338,0.1237357122115128,0.67332303623528,0.5710275232014362,0.0559465741480674,0.5701754385964912,0.558375104427736,0.0716253695058692,0.558125,0.5148792270531402,0.2913402209907912,0.6086956521739131,0.6619883040935672,0.3940218779627075,0.65625,0.5388471177944861,0.2781751669066108,0.631578947368421,0.4547619047619047,0.418153808675409,0.46,9.6,9.6,5.276362383309167,4,10.0,18,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch/ADC_Pre/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,35,3,1.3714285714285714
ADC_T2,ADC,T2,SVM_RBF,0.7933914561426523,0.0463640931604328,0.733125,0.836040629493851,0.0610463029809551,0.7772572128964146,0.7105590062111802,0.1184806954175268,0.7017543859649122,0.7316799574694313,0.0784583695457054,0.7059375,0.7975,0.1073545527679194,0.7678571428571429,0.72093567251462,0.2412903765007373,0.671875,0.7155560586052945,0.1320471025466727,0.7166666666666667,0.7424242424242424,0.1899688244685755,0.74,11.6,11.6,4.079215610874228,6,10.0,18,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch/ADC_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,29,5,2.0
