Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
LogisticRegression,SVM_RBF,0.705,0.664375,0.04062499999999991,2.826214163190552,0.004710176077574079,✓,✓,0.21195792349083356,✗
LogisticRegression,XGBoost,0.705,0.626875,0.078125,2.1311325726234096,0.03307822194812452,✓,✗,1.0,✗
LogisticRegression,LightGBM,0.705,0.6223437500000001,0.08265624999999988,2.0568085744379645,0.03970464297705069,✓,✗,1.0,✗
GradientBoosting,LightGBM,0.6900000000000001,0.6223437500000001,0.06765624999999997,2.014535790170147,0.043953311176084614,✓,✗,1.0,✗
SVM_Linear,SVM_RBF,0.6865625000000001,0.664375,0.022187500000000027,1.8741481558876607,0.06091000752300478,✗,✗,1.0,✗
GradientBoosting,XGBoost,0.6900000000000001,0.626875,0.0631250000000001,1.8685790536092715,0.061681402210681496,✗,✗,1.0,✗
SVM_Linear,LightGBM,0.6865625000000001,0.6223437500000001,0.06421874999999999,1.6424780943786697,0.10049096225406903,✗,✗,1.0,✗
SVM_Linear,XGBoost,0.6865625000000001,0.626875,0.059687500000000115,1.6269512097539556,0.10374746050533419,✗,✗,1.0,✗
SVM_Linear,LogisticRegression,0.6865625000000001,0.705,-0.018437499999999885,-1.6215749595315547,0.10489438783899252,✗,✗,1.0,✗
NaiveBayes,XGBoost,0.708125,0.626875,0.08125000000000004,1.6120776067722487,0.10694505298426889,✗,✗,1.0,✗
LogisticRegression,KNN,0.705,0.66046875,0.04453124999999991,1.6000712092197384,0.10958278712683805,✗,✗,1.0,✗
NaiveBayes,LightGBM,0.708125,0.6223437500000001,0.08578124999999992,1.5224908750573052,0.1278861300855857,✗,✗,1.0,✗
RandomForest,LightGBM,0.6693749999999999,0.6223437500000001,0.04703124999999986,1.4349262188807144,0.15130812343334446,✗,✗,1.0,✗
LogisticRegression,ExtraTrees,0.705,0.6578125,0.04718749999999994,1.3868023859707008,0.1655020293681737,✗,✗,1.0,✗
RandomForest,XGBoost,0.6693749999999999,0.626875,0.04249999999999998,1.3557508003793877,0.1751784700918787,✗,✗,1.0,✗
LogisticRegression,RandomForest,0.705,0.6693749999999999,0.03562500000000002,1.1813571107236729,0.23746088848369729,✗,✗,1.0,✗
NaiveBayes,KNN,0.708125,0.66046875,0.047656249999999956,1.1103023761780113,0.2668687495206691,✗,✗,1.0,✗
SVM_RBF,LightGBM,0.664375,0.6223437500000001,0.042031249999999964,1.0560830164813821,0.29093028889746486,✗,✗,1.0,✗
NaiveBayes,ExtraTrees,0.708125,0.6578125,0.05031249999999998,1.0424393595351704,0.2972080263104627,✗,✗,1.0,✗
SVM_RBF,XGBoost,0.664375,0.626875,0.03750000000000009,0.9694338553460384,0.3323287674182275,✗,✗,1.0,✗
SVM_RBF,NaiveBayes,0.664375,0.708125,-0.043749999999999956,-0.9578972543183631,0.33811457112397436,✗,✗,1.0,✗
SVM_Linear,KNN,0.6865625000000001,0.66046875,0.026093750000000027,0.9418508302627773,0.3462690169207199,✗,✗,1.0,✗
ExtraTrees,LightGBM,0.6578125,0.6223437500000001,0.03546874999999994,0.8827069158453538,0.377394644560322,✗,✗,1.0,✗
KNN,XGBoost,0.66046875,0.626875,0.03359375000000009,0.8608675670010174,0.3893109863342331,✗,✗,1.0,✗
KNN,LightGBM,0.66046875,0.6223437500000001,0.038124999999999964,0.8598067282009962,0.3898955898264542,✗,✗,1.0,✗
SVM_Linear,ExtraTrees,0.6865625000000001,0.6578125,0.028750000000000053,0.8496600889114735,0.3955140938353626,✗,✗,1.0,✗
GradientBoosting,ExtraTrees,0.6900000000000001,0.6578125,0.032187500000000036,0.8336726037032786,0.40446550027695927,✗,✗,1.0,✗
NaiveBayes,RandomForest,0.708125,0.6693749999999999,0.03875000000000006,0.8083482082154658,0.4188901578509323,✗,✗,1.0,✗
SVM_RBF,GradientBoosting,0.664375,0.6900000000000001,-0.02562500000000001,-0.8054470407889511,0.42056175551410246,✗,✗,1.0,✗
ExtraTrees,XGBoost,0.6578125,0.626875,0.030937500000000062,0.7971746486757563,0.42534960720006254,✗,✗,1.0,✗
GradientBoosting,KNN,0.6900000000000001,0.66046875,0.02953125000000001,0.7821698423033079,0.43411476536369775,✗,✗,1.0,✗
GradientBoosting,RandomForest,0.6900000000000001,0.6693749999999999,0.020625000000000115,0.7225246312667061,0.4699719872796374,✗,✗,1.0,✗
SVM_Linear,RandomForest,0.6865625000000001,0.6693749999999999,0.017187500000000133,0.5610026023711735,0.5747957631248999,✗,✗,1.0,✗
LogisticRegression,GradientBoosting,0.705,0.6900000000000001,0.014999999999999902,0.5040095132693425,0.6142546918519118,✗,✗,1.0,✗
SVM_Linear,NaiveBayes,0.6865625000000001,0.708125,-0.02156249999999993,-0.4912274791491453,0.6232655655999839,✗,✗,1.0,✗
NaiveBayes,GradientBoosting,0.708125,0.6900000000000001,0.018124999999999947,0.3652097734235928,0.7149548233010568,✗,✗,1.0,✗
RandomForest,ExtraTrees,0.6693749999999999,0.6578125,0.01156249999999992,0.3590434624010359,0.7195625757357589,✗,✗,1.0,✗
RandomForest,KNN,0.6693749999999999,0.66046875,0.008906249999999893,0.24983091283271677,0.8027181126304221,✗,✗,1.0,✗
SVM_RBF,ExtraTrees,0.664375,0.6578125,0.006562500000000027,0.17809367444907376,0.8586494096806586,✗,✗,1.0,✗
SVM_RBF,RandomForest,0.664375,0.6693749999999999,-0.004999999999999893,-0.15293037210393617,0.8784531841529178,✗,✗,1.0,✗
LightGBM,XGBoost,0.6223437500000001,0.626875,-0.004531249999999876,-0.14781211179849943,0.8824910505079734,✗,✗,1.0,✗
SVM_RBF,KNN,0.664375,0.66046875,0.00390625,0.13187595946183744,0.8950824041001542,✗,✗,1.0,✗
SVM_Linear,GradientBoosting,0.6865625000000001,0.6900000000000001,-0.0034374999999999822,-0.1109410915777698,0.9116630603396115,✗,✗,1.0,✗
ExtraTrees,KNN,0.6578125,0.66046875,-0.0026562500000000266,-0.07845695680757228,0.9374645681269497,✗,✗,1.0,✗
LogisticRegression,NaiveBayes,0.705,0.708125,-0.0031250000000000444,-0.07189721947425778,0.9426837028629955,✗,✗,1.0,✗
