Model,ROC_AUC,ROC_AUC_bootstrap_mean,ROC_AUC_CI95_low,ROC_AUC_CI95_high,PR_AUC,PR_AUC_bootstrap_mean,PR_AUC_CI95_low,PR_AUC_CI95_high,Accuracy,Balanced_Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Cohen_Kappa,Brier_Score,TN,FP,FN,TP,Mean_Selected_Features,Std_Selected_Features
SVM_RBF,0.7780952380952381,0.7784408101057441,0.6917364288716749,0.8584443733788153,0.8311314816169346,0.8335684350469653,0.7461866465907528,0.9007716658118274,0.7168141592920354,0.715079365079365,0.7301587301587301,0.7,0.7540983606557377,0.6730769230769231,0.7419354838709677,0.42839076825798295,0.19352692267534155,35,15,17,46,7.6,5.89915248150105
LogisticRegression,0.7669841269841269,0.7676007242131629,0.6795087903582486,0.8507681032939491,0.8207676945761426,0.8236373637671801,0.7317534002262853,0.8966553203276584,0.6991150442477876,0.6992063492063492,0.6984126984126984,0.7,0.7457627118644068,0.6481481481481481,0.7213114754098361,0.3951511335012594,0.1997818871178557,35,15,19,44,7.6,5.89915248150105
SVM_Linear,0.7603174603174604,0.7607194431473536,0.6713669177652228,0.8445373492602519,0.8199615040782928,0.8225772856769032,0.7297776999561889,0.8940223246004695,0.7079646017699115,0.7092063492063492,0.6984126984126984,0.72,0.7586206896551724,0.6545454545454545,0.7272727272727273,0.41413982717989006,0.19999849051730184,36,14,19,44,7.6,5.89915248150105
GradientBoosting,0.7561904761904761,0.7567953042701799,0.6669771864803519,0.8486998746867167,0.770972963245401,0.7773576654798096,0.6580026800770182,0.8751917371531845,0.7079646017699115,0.7092063492063492,0.6984126984126984,0.72,0.7586206896551724,0.6545454545454545,0.7272727272727273,0.41413982717989006,0.20606040227595115,36,14,19,44,7.6,5.89915248150105
KNN,0.7253968253968254,0.7254179388420362,0.6325147457356927,0.8162813726533314,0.7385829422125374,0.7453330709054743,0.6235087615237194,0.8558531726719578,0.6991150442477876,0.7074603174603175,0.6349206349206349,0.78,0.7843137254901961,0.6290322580645161,0.7017543859649122,0.4048946716232962,0.22955497767769067,39,11,23,40,7.6,5.89915248150105
RandomForest,0.7209523809523809,0.7212594471701264,0.6228279589263195,0.8169378624798862,0.7447194262640898,0.7516516344958901,0.6292327777105164,0.8516959484812626,0.6194690265486725,0.6174603174603175,0.6349206349206349,0.6,0.6666666666666666,0.5660377358490566,0.6504065040650406,0.23347531156333812,0.21442484332843753,30,20,23,40,7.6,5.89915248150105
ExtraTrees,0.7133333333333334,0.7138602625591649,0.6155524984187223,0.8075981457337388,0.776870751527952,0.7802734825961604,0.6761840456933584,0.8625986864094196,0.6548672566371682,0.6553968253968254,0.6507936507936508,0.66,0.7068965517241379,0.6,0.6776859504132231,0.3076197957580519,0.21710463412651276,33,17,22,41,7.6,5.89915248150105
XGBoost,0.6853968253968256,0.6853471516116055,0.5847433900538175,0.7809155478007135,0.756498931056321,0.7597546230374023,0.6528629328898554,0.8466205489877447,0.6283185840707964,0.6212698412698413,0.6825396825396826,0.56,0.6615384615384615,0.5833333333333334,0.671875,0.24354478801402613,0.2458253542540978,28,22,20,43,7.6,5.89915248150105
LightGBM,0.6673015873015873,0.6682321620566927,0.5622920590081607,0.7683675486780516,0.7147439046582542,0.7204469111577554,0.5993460364944794,0.8180806820752603,0.5929203539823009,0.5936507936507937,0.5873015873015873,0.6,0.6491228070175439,0.5357142857142857,0.6166666666666667,0.185010975227344,0.2614989819163584,30,20,26,37,7.6,5.89915248150105
NaiveBayes,0.6079365079365079,0.6073651067226277,0.5039141091219096,0.7103182448590893,0.6728257010342462,0.6818219036376987,0.5586810974242056,0.7976828279833419,0.5398230088495575,0.5171428571428571,0.7142857142857143,0.32,0.569620253164557,0.47058823529411764,0.6338028169014085,0.03545633617859478,0.3296422461067571,16,34,18,45,7.6,5.89915248150105
