Metric,Value
ROC-AUC,0.6804733727810651
PR-AUC,0.6901325294190945
Balanced Acc.,0.6807692307692308
Sensitivity,0.7846153846153846
Specificity,0.5769230769230769
PPV,0.6986301369863014
NPV,0.6818181818181818
Kappa,0.3671875
