feature,variance,log10_variance
Morph_Compacity,2.3439941326774003e-05,-4.6300434612202706
GLCM_InverseDifferenceMoment,0.00010380891210831233,-3.9837653560485227
GLSZM_HighGrayLevelZoneEmphasis,0.0002681378958987018,-3.5716418012693807
IH_Uniformity_Intensity,0.0003451327032100712,-3.4620138857244247
GLCM_InverseDifference,0.0007265953479623519,-3.138707386443646
Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_3DSmallestDist,0.003567340288228816,-2.447655461257259
Morph_SphericalDisproportion,0.0052180005089197574,-2.2824958827951454
GLRLM_RunEntropy,0.005453165104851857,-2.263351352950465
Morph_MaxIntensityCoor_PerimeterCoor_3DSmallestDist_mm,0.006950365071914307,-2.1579923831813757
GLRLM_HighGreyLevelRunEmphasis,0.007126624225935302,-2.1471161401045307
GLSZM_NormalisedZoneSizeNonUniformity,0.00890821769752067,-2.0502091782443093
GLCM_NormalisedInverseDifferenceMoment,0.011405445154044817,-1.942887759523089
Morph_Compactness1,0.012769604875587181,-1.893822540682763
Morph_RadiusSphereNorm_CentroidCoor_WCentroidCoor_Dist,0.013203193767325457,-1.879321003022247
GLSZM_ZoneSizeNonUniformity,0.016006809531913413,-1.795695222754648
NGTDM_Strength,0.017731775782668345,-1.75124776894338
GLCM_ClusterProminence,0.017779714965068437,-1.7500752056636613
GLSZM_GreyLevelNonUniformity,0.018457892906577848,-1.7338178781119562
NGTDM_Coarseness,0.01947662001219475,-1.7104864086987848
GLRLM_RunLengthNonUniformity,0.020548033273406208,-1.6872297396734497
GLCM_Dissimilarity,0.021683653000298845,-1.6638675512543348
GLSZM_LargeZoneEmphasis,0.0223890182058499,-1.6499649504895806
GLCM_InverseVariance,0.023222059183577632,-1.6340992724162207
Morph_Sphericity,0.023833972605674953,-1.6228035641425818
Morph_Compactness2,0.023833972605674963,-1.6228035641425815
Morph_CentreOfMassShift_mm,0.028124947465735253,-1.5509082800780318
GLCM_NormalisedInverseDifference,0.028339160917768176,-1.5476130127245358
Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,0.030964555953092075,-1.5091351435914444
