Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
GLSZM_GreyLevelVariance,GLSZM_GreyLevelVariance,0.029235048487007417,4
Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,Morph_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist_mm,0.027492992948208665,4
IB_IntensitySkewness,IB_IntensitySkewness,0.023603160802090378,3
IH_IntensityHistogramSkewness_Intensity,IH_IntensityHistogramSkewness_Intensity,0.022783614394757627,3
Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,0.02247576515928742,4
Morph_Asphericity,Morph_Asphericity,0.021899897350232136,2
Morph_SphericalDisproportion,Morph_SphericalDisproportion,0.021892240657627775,2
Morph_Compacity,Morph_Compacity,0.019322635033619667,3
IH_MinimumHistogramGradientGreyLevel_Intensity,IH_MinimumHistogramGradientGreyLevel_Intensity,0.014251511576018207,4
NGTDM_Coarseness,NGTDM_Coarseness,0.014020211652814689,2
Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm,0.008588157818646833,4
GLCM_ClusterShade,GLCM_ClusterShade,0.008360415974658263,2
GLSZM_SmallZoneLowGreyLevelEmphasis,GLSZM_SmallZoneLowGreyLevelEmphasis,0.007341923433079755,3
GLSZM_NormalisedZoneSizeNonUniformity,GLSZM_NormalisedZoneSizeNonUniformity,0.006015413767842918,2
GLSZM_LargeZoneHighGreyLevelEmphasis,GLSZM_LargeZoneHighGreyLevelEmphasis,0.0028355531992387403,2
Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,Morph_RadiusSphereNorm_MaxIntensityCoor_RoiCentroidCoor_Dist,0.0016663859284598388,3
IB_IntensityBasedEnergy,IB_IntensityBasedEnergy,0.0016532377535198445,4
GLSZM_GreyLevelNonUniformity,GLSZM_GreyLevelNonUniformity,0.001181579470216559,2
GLSZM_NormalisedGreyLevelNonUniformity,GLSZM_NormalisedGreyLevelNonUniformity,0.0005403131423647195,2
Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist,0.0005145756998754519,2
