Model,Mean_AUC,Std_AUC,Median_AUC,IQR_AUC,Min_AUC,Max_AUC,Pooled_AUC,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Mean_Decision_Threshold,Std_Decision_Threshold,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K,AUC_ACC_Composite
ExtraTrees,0.7000532143963517,0.13215822059579618,0.7058823529411765,0.18908999497234802,0.46153846153846156,0.9027777777777778,0.677650908119658,0.76853201286418,0.131309270907526,0.7401309685511963,0.6377041403774582,0.10574414715890955,0.632183908045977,0.6482563542122366,0.11730966363840346,0.6354166666666666,0.6663964245772026,0.2504770619669197,0.6904761904761905,0.6112406602112485,0.29387882298167783,0.6041666666666666,0.5900306963901435,0.2376755719638203,0.6444444444444445,0.6852720482132247,0.1812461317717371,0.6666666666666666,0.5239489942043625,0.056284407362849675,10.0,10.0,0.0,10,10.0,10,0.675861020001356
SVM_RBF,0.696501036726527,0.1117257241938297,0.7156862745098039,0.15045820192879011,0.4755244755244755,0.8954248366013071,0.6803886217948718,0.7662332106465138,0.1185944427444711,0.7513697465571241,0.6374984926467138,0.10830311643004763,0.6235632183908046,0.6171109663756723,0.06353445310027492,0.624599358974359,0.7246425796425796,0.15874107154246106,0.6742857142857143,0.5827664818841289,0.2658236960033118,0.6145833333333334,0.5916830690996189,0.18504591522368,0.6430517711171662,0.6514554508672157,0.2464486073320087,0.6346153846153846,0.603072865563436,0.1168350304117795,10.0,10.0,0.0,10,10.0,10,0.6685501580580531
NaiveBayes,0.6673922227010464,0.12598590158933326,0.6666666666666666,0.16644917582417584,0.42000000000000004,0.9084967320261437,0.6764990651709402,0.7487722830321898,0.13116670922981746,0.7402334631324095,0.6277798214654439,0.07180356921912336,0.6264367816091954,0.6359619302266359,0.06360016993988106,0.6344150641025641,0.7285963013594594,0.18621825269767192,0.7039473684210527,0.5708341114223467,0.22758768868430376,0.5572916666666666,0.5913593854273516,0.13084010130437002,0.622093023255814,0.7010897490309256,0.24741061207252737,0.7115384615384616,0.7813536760459744,0.2229758963646965,10.0,10.0,0.0,10,10.0,10,0.6569856725148027
SVM_Linear,0.6765182134495861,0.10197108939025451,0.6818181818181819,0.11396011396011385,0.48251748251748255,0.8888888888888888,0.6780849358974359,0.7472460611613153,0.12156747314007331,0.7329659273929063,0.6189807117028454,0.09028874001091233,0.6091954022988506,0.6010794162264749,0.07007983563781572,0.6091746794871795,0.6777385772122615,0.15484645813069597,0.6573033707865169,0.5996980905804435,0.2341903662761049,0.609375,0.5971381119886867,0.1439449677264128,0.6324324324324324,0.6024607418725065,0.28775113007216807,0.6089743589743589,0.5624483427692832,0.08338582918614426,10.0,10.0,0.0,10,10.0,10,0.6531131732325227
XGBoost,0.654150742866429,0.10781287235612892,0.6296296296296295,0.11013625535684368,0.4755244755244755,0.9019607843137254,0.6363514957264957,0.7382448447603447,0.11117505589285741,0.7144073251178896,0.6060648766796292,0.0945484021324626,0.6005747126436781,0.606059555912497,0.07573014006985691,0.6145833333333334,0.7546351469880881,0.17119603572000033,0.7022900763358778,0.4703170576699988,0.2443975633716195,0.4791666666666667,0.5206591375829338,0.18221930897372013,0.5696594427244582,0.7418020541549953,0.21127294651922152,0.75,0.7863291848500571,0.14357072213547076,10.0,10.0,0.0,10,10.0,10,0.6337597761196361
LightGBM,0.6651843164098066,0.08993171724423844,0.6666666666666666,0.14642857142857146,0.4475524475524476,0.7908496732026143,0.624198717948718,0.7399831319036788,0.12307758781555225,0.6638353126175183,0.5838453378255946,0.10073299075333203,0.5862068965517241,0.572233341277459,0.08294020212295913,0.5811298076923077,0.6038126856093607,0.16336350209632797,0.6237113402061856,0.6206216495922379,0.21769393903532921,0.6302083333333334,0.5908124851490509,0.16159254506637036,0.6269430051813472,0.52384503296268,0.18398593904112737,0.532051282051282,0.5180624656336438,0.12159118012815083,10.0,10.0,0.0,10,10.0,10,0.6261961549034876
LogisticRegression,0.4962345679012346,0.019587850562299267,0.5,0.0,0.42500000000000004,0.5185185185185186,0.47621193910256415,0.5423136027248074,0.12331798152274494,0.5469959314720825,0.5093164805229639,0.13650917491337683,0.5316091954022989,0.5,0.0,0.5052083333333333,0.3908020514822191,0.261110037740338,0.5551330798479087,0.7333333333333333,0.4422166387140533,0.7604166666666666,0.5020893557142293,0.3209694205901141,0.6417582417582418,0.26666666666666666,0.44221663871405337,0.25,0.49574367499836014,0.012252313795587909,10.0,10.0,0.0,10,10.0,10,0.494945415454513
