Comparison,Best_Model,Other_Model,Mean_AUC_Best,Mean_AUC_Other,Mean_AUC_Difference,Wilcoxon_Statistic,Wilcoxon_p_value,Wilcoxon_q_value_FDR
ExtraTrees vs GradientBoosting,ExtraTrees,GradientBoosting,0.7217156862745098,0.595655929038282,0.1260597572362278,0.0,0.0625,0.140625
ExtraTrees vs KNN,ExtraTrees,KNN,0.7217156862745098,0.7044631185807656,0.01725256769374419,0.0,0.125,0.16071428571428573
ExtraTrees vs LightGBM,ExtraTrees,LightGBM,0.7217156862745098,0.5695969498910676,0.15211873638344228,0.0,0.0625,0.140625
ExtraTrees vs LogisticRegression,ExtraTrees,LogisticRegression,0.7217156862745098,0.6260994397759104,0.09561624649859943,0.0,0.0625,0.140625
ExtraTrees vs NaiveBayes,ExtraTrees,NaiveBayes,0.7217156862745098,0.6056380329909741,0.11607765328353566,1.0,0.125,0.16071428571428573
ExtraTrees vs RandomForest,ExtraTrees,RandomForest,0.7217156862745098,0.6956146903205725,0.026100995953937178,2.0,0.1875,0.2109375
ExtraTrees vs SVM_Linear,ExtraTrees,SVM_Linear,0.7217156862745098,0.6213445378151261,0.10037114845938375,0.0,0.0625,0.140625
ExtraTrees vs SVM_RBF,ExtraTrees,SVM_RBF,0.7217156862745098,0.5969102085278555,0.12480547774665425,1.0,0.125,0.16071428571428573
ExtraTrees vs XGBoost,ExtraTrees,XGBoost,0.7217156862745098,0.6861469032057268,0.03556878306878303,3.0,0.3125,0.3125
