Metric,Value
ROC-AUC,0.6959134615384617
PR-AUC,0.7575756639461875
Balanced Acc.,0.6688701923076923
Sensitivity,0.703125
Specificity,0.6346153846153846
PPV,0.703125
NPV,0.6346153846153846
Kappa,0.3377403846153846
