k,mean_score,std_score,fold_scores,metric,tuning_model
12,0.5563834170645316,0.1364948159846561,"[0.4411764705882353, 0.4798534798534799, 0.7481203007518797]",auc,LogisticRegression
14,0.5534197484661881,0.15107715676822028,"[0.45378151260504207, 0.43956043956043955, 0.7669172932330828]",auc,LogisticRegression
8,0.5470217776719325,0.13612109487027793,"[0.4243697478991597, 0.4798534798534798, 0.7368421052631579]",auc,LogisticRegression
16,0.5408525083447684,0.1345012437785837,"[0.42436974789915966, 0.46886446886446886, 0.7293233082706767]",auc,LogisticRegression
10,0.5381118709292084,0.1489583374269165,"[0.3865546218487395, 0.4871794871794872, 0.7406015037593985]",auc,LogisticRegression
18,0.5349005999160797,0.10727417490373643,"[0.4369747899159664, 0.48351648351648346, 0.6842105263157895]",auc,LogisticRegression
4,0.4979341264170985,0.08211049439569741,"[0.3907563025210084, 0.5128205128205128, 0.5902255639097744]",auc,LogisticRegression
6,0.4882795223352499,0.14789473324889593,"[0.3445378151260504, 0.4285714285714286, 0.6917293233082706]",auc,LogisticRegression
