Model,Mean_AUC,Std_AUC,Min_AUC,Max_AUC,Mean_PR_AUC,Std_PR_AUC,Min_PR_AUC,Max_PR_AUC,Mean_Accuracy,Std_Accuracy,Min_Accuracy,Max_Accuracy,Mean_Balanced_Accuracy,Std_Balanced_Accuracy,Min_Balanced_Accuracy,Max_Balanced_Accuracy,Mean_Precision,Std_Precision,Min_Precision,Max_Precision,Mean_Recall,Std_Recall,Min_Recall,Max_Recall,Mean_F1,Std_F1,Min_F1,Max_F1,Mean_Specificity,Std_Specificity,Min_Specificity,Max_Specificity,Mean_n_feats,Std_n_feats,Min_n_feats,Max_n_feats
LogisticRegression,0.7533796296296297,0.07607814179593299,0.6666666666666667,0.8611111111111112,0.7945713424814302,0.08452484835895537,0.6458333333333333,0.8502429571847141,0.6920806911129491,0.09182610507521552,0.6153846153846154,0.8461538461538461,0.6819065656565657,0.07744058050912878,0.6388888888888888,0.8194444444444444,0.7338095238095239,0.06770869309166591,0.6190476190476191,0.8,0.6882575757575757,0.1550233068469009,0.5,0.8333333333333334,0.6978279899332531,0.0747168996718224,0.6153846153846154,0.7894736842105263,0.6755555555555556,0.20523999802700119,0.4444444444444444,0.8888888888888888,7.6,5.8991524815010505,4.0,18.0
ExtraTrees,0.7290698653198653,0.12061593981720735,0.5858585858585859,0.9166666666666666,0.8080657581220901,0.03166902942466364,0.765766259883907,0.8522861515483897,0.6933213859020311,0.13673678059345368,0.5769230769230769,0.9230769230769231,0.6944065656565657,0.14125232839591573,0.6083333333333334,0.9444444444444444,0.7355555555555556,0.0786263236164079,0.6,0.8,0.7132575757575758,0.22482743867441962,0.4375,1.0,0.7073216374269006,0.1311574170540437,0.56,0.8888888888888888,0.6755555555555556,0.20523999802700119,0.4444444444444444,0.8888888888888888,7.6,5.8991524815010505,4.0,18.0
KNN,0.7078268799102132,0.072345690656173,0.5909090909090908,0.7777777777777778,0.7458620850094455,0.12421081905980058,0.5595238095238095,0.8554791556650825,0.6064709125999448,0.06336535571048972,0.55,0.6923076923076923,0.6178787878787879,0.10299202256024441,0.5277777777777778,0.7777777777777778,0.6233461538461539,0.10626627964386968,0.5,0.7692307692307693,0.7313131313131314,0.19566104053017003,0.5454545454545454,1.0,0.6515472126613472,0.047709111117002115,0.5714285714285714,0.6896551724137931,0.5044444444444445,0.1609386049644436,0.26666666666666666,0.7,7.6,5.8991524815010505,4.0,18.0
NaiveBayes,0.6984483726150392,0.14454657826985473,0.5050505050505051,0.8888888888888888,0.7517270171473112,0.08850312608478997,0.6767829392829393,0.8775627013702672,0.6670434702692768,0.17191136607793062,0.5,0.9230769230769231,0.6204292929292929,0.19252099459238448,0.46464646464646464,0.9444444444444444,0.6475696978543277,0.12167925817627866,0.5161290322580645,0.8,0.9386363636363637,0.08639353549431004,0.8181818181818182,1.0,0.761711338307083,0.10035671217105054,0.6428571428571429,0.8888888888888888,0.3022222222222222,0.35990396524285595,0.0,0.8888888888888888,7.6,5.8991524815010505,4.0,18.0
LightGBM,0.6930141694725028,0.10926501065764961,0.5202020202020202,0.8031250000000001,0.7463967189167138,0.08507884035927278,0.6361111111111111,0.8599793846504373,0.6297601323407775,0.048051703231580645,0.5769230769230769,0.6923076923076923,0.6325378787878788,0.04256819500096565,0.6083333333333334,0.7083333333333333,0.6657811194653299,0.11374988587213392,0.5,0.7777777777777778,0.6339646464646465,0.17204667027993542,0.4375,0.7777777777777778,0.6277957957957958,0.08474875007294924,0.5555555555555556,0.7567567567567568,0.6311111111111111,0.16821502993578277,0.4444444444444444,0.8,7.6,5.8991524815010505,4.0,18.0
GradientBoosting,0.6831804152637486,0.11055759650977166,0.4898989898989899,0.75625,0.707748230232322,0.10919679357680061,0.5700757575757576,0.8371794871794872,0.5928499218821799,0.14665393489467504,0.38461538461538464,0.7307692307692307,0.5888257575757576,0.11424488095068586,0.45454545454545453,0.725,0.5990726817042606,0.19892704383527243,0.3,0.8,0.8109848484848484,0.06626623023119828,0.75,0.9090909090909091,0.6723216061076841,0.1453200265336371,0.42857142857142855,0.7894736842105263,0.3666666666666667,0.2657391276244755,0.0,0.7,7.6,5.8991524815010505,4.0,18.0
XGBoost,0.6587752525252525,0.07390066951282256,0.5833333333333334,0.7666666666666666,0.752576065802063,0.1274890673061957,0.5333333333333333,0.8465148314690649,0.5928499218821799,0.1056046733544154,0.46153846153846156,0.7037037037037037,0.59885101010101,0.07738207751026141,0.4949494949494949,0.68125,0.6111330698287221,0.18950297600267327,0.3333333333333333,0.8181818181818182,0.7132575757575758,0.15232736845655778,0.5454545454545454,0.875,0.6362164151637836,0.13214129003327232,0.46153846153846156,0.7894736842105263,0.4844444444444444,0.18216801361705956,0.3333333333333333,0.8,7.6,5.8991524815010505,4.0,18.0
RandomForest,0.6558207070707072,0.0958363110222638,0.5353535353535355,0.7791666666666667,0.7165814547579631,0.1471275438161687,0.47632575757575757,0.8342585519056107,0.6074653064975646,0.09316583106454239,0.46153846153846156,0.7037037037037037,0.6256565656565656,0.050672674011395524,0.5416666666666666,0.6666666666666667,0.6515873015873016,0.18965597210502505,0.3333333333333333,0.7777777777777778,0.6646464646464646,0.16412405211207023,0.4375,0.8125,0.6267195778774727,0.12283315081272508,0.46153846153846156,0.7777777777777778,0.5866666666666668,0.2009852276372447,0.3333333333333333,0.8,7.6,5.8991524815010505,4.0,18.0
SVM_RBF,0.6535143097643098,0.2793250678718562,0.21875,0.9722222222222222,0.7795464145737288,0.16428304422775533,0.5277056404525613,0.95,0.5579367705174156,0.15021222353584956,0.3076923076923077,0.7037037037037037,0.5424621212121211,0.044472136474538036,0.5,0.60625,0.5612587412587413,0.14729171940045208,0.3076923076923077,0.6923076923076923,0.871590909090909,0.19957664386610854,0.5454545454545454,1.0,0.6612627826250117,0.14116121913883573,0.47058823529411764,0.8181818181818182,0.21333333333333337,0.2517101998158955,0.0,0.5555555555555556,7.6,5.8991524815010505,4.0,18.0
SVM_Linear,0.5888552188552189,0.28644292984498676,0.22499999999999998,0.8888888888888888,0.6987412183380196,0.13047193778046756,0.5566027849747059,0.8380399562355207,0.5311745244003309,0.13781738514207034,0.3076923076923077,0.6666666666666666,0.5,0.0,0.5,0.5,0.5311745244003309,0.13781738514207034,0.3076923076923077,0.6666666666666666,1.0,0.0,1.0,1.0,0.6846042960767011,0.12819628800915345,0.47058823529411764,0.8,0.0,0.0,0.0,0.0,7.6,5.8991524815010505,4.0,18.0
