Competitor,Competitor_Mean_AUC,ΔMean_AUC,p_value,p_Bonferroni,Significant_uncorrected,Significant_Bonferroni
SVM_Linear,0.5889,+0.1645,7.49e-05,3.37e-03,✓,✓
SVM_RBF,0.6535,+0.0999,5.22e-03,2.35e-01,✓,✗
RandomForest,0.6558,+0.0976,2.01e-01,1.00e+00,✗,✗
XGBoost,0.6588,+0.0946,9.40e-02,1.00e+00,✗,✗
GradientBoosting,0.6832,+0.0702,1.00e-01,1.00e+00,✗,✗
LightGBM,0.6930,+0.0604,1.23e-01,1.00e+00,✗,✗
NaiveBayes,0.6984,+0.0549,2.05e-01,1.00e+00,✗,✗
KNN,0.7078,+0.0456,4.11e-01,1.00e+00,✗,✗
ExtraTrees,0.7291,+0.0243,3.69e-01,1.00e+00,✗,✗
