Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
LogisticRegression,SVM_Linear,0.7180473372781064,0.4485207100591717,0.2695266272189347,3.9602117313498884,7.488333908080096e-05,✓,✓,0.0033697502586360435,✓
KNN,SVM_Linear,0.683284023668639,0.4485207100591717,0.23476331360946734,3.496419170734773,0.00047154732859886573,✓,✓,0.021219629786948958,✓
ExtraTrees,SVM_Linear,0.6816568047337279,0.4485207100591717,0.2331360946745562,3.4344325554229376,0.0005937958174472057,✓,✓,0.026720811785124254,✓
GradientBoosting,SVM_Linear,0.6551775147928995,0.4485207100591717,0.20665680473372783,3.4039479920350204,0.000664193983183769,✓,✓,0.029888729243269605,✓
RandomForest,SVM_Linear,0.665680473372781,0.4485207100591717,0.2171597633136093,3.258394063530318,0.0011204470073535927,✓,✓,0.05042011533091167,✗
XGBoost,SVM_Linear,0.6434911242603552,0.4485207100591717,0.19497041420118344,3.098379311649023,0.0019458220578203813,✓,✓,0.08756199260191716,✗
LightGBM,SVM_Linear,0.6504437869822486,0.4485207100591717,0.20192307692307687,2.9352606276259423,0.0033326763561409138,✓,✓,0.1499704360263411,✗
LogisticRegression,SVM_RBF,0.7180473372781064,0.582544378698225,0.13550295857988148,2.7928660516803165,0.0052243320413542975,✓,✓,0.2350949418609434,✗
NaiveBayes,SVM_Linear,0.6526627218934911,0.4485207100591717,0.20414201183431935,2.680629244536203,0.007348388157443793,✓,✓,0.3306774670849707,✗
SVM_RBF,SVM_Linear,0.582544378698225,0.4485207100591717,0.13402366863905324,2.3366451007825395,0.019457645308805612,✓,✗,0.8755940388962525,✗
KNN,SVM_RBF,0.683284023668639,0.582544378698225,0.1007396449704141,1.9063467555536204,0.05660523184676517,✗,✗,1.0,✗
LogisticRegression,XGBoost,0.7180473372781064,0.6434911242603552,0.07455621301775128,1.6749039254083704,0.09395308333132453,✗,✗,1.0,✗
LogisticRegression,GradientBoosting,0.7180473372781064,0.6551775147928995,0.0628698224852069,1.6440384780639647,0.1001682545591024,✗,✗,1.0,✗
ExtraTrees,SVM_RBF,0.6816568047337279,0.582544378698225,0.09911242603550297,1.6139259406585014,0.10654349119218409,✗,✗,1.0,✗
RandomForest,SVM_RBF,0.665680473372781,0.582544378698225,0.08313609467455607,1.5837143856184106,0.11325872963899962,✗,✗,1.0,✗
LogisticRegression,LightGBM,0.7180473372781064,0.6504437869822486,0.06760355029585785,1.544353715789861,0.12250266616767078,✗,✗,1.0,✗
GradientBoosting,SVM_RBF,0.6551775147928995,0.582544378698225,0.07263313609467459,1.2971006142608927,0.1945965702132071,✗,✗,1.0,✗
LogisticRegression,RandomForest,0.7180473372781064,0.665680473372781,0.05236686390532541,1.279000688286022,0.20089681351511268,✗,✗,1.0,✗
LogisticRegression,NaiveBayes,0.7180473372781064,0.6526627218934911,0.06538461538461537,1.2660757886347334,0.20548594978831614,✗,✗,1.0,✗
LightGBM,SVM_RBF,0.6504437869822486,0.582544378698225,0.06789940828402363,1.2031641116738596,0.2289128197475886,✗,✗,1.0,✗
ExtraTrees,XGBoost,0.6816568047337279,0.6434911242603552,0.038165680473372765,1.1797553338460487,0.23809753910696363,✗,✗,1.0,✗
XGBoost,SVM_RBF,0.6434911242603552,0.582544378698225,0.0609467455621302,1.118771457231682,0.2632376514173628,✗,✗,1.0,✗
NaiveBayes,SVM_RBF,0.6526627218934911,0.582544378698225,0.07011834319526611,1.087031586237567,0.2770228506379393,✗,✗,1.0,✗
ExtraTrees,LightGBM,0.6816568047337279,0.6504437869822486,0.031213017751479333,0.9563887251845596,0.3388758788597218,✗,✗,1.0,✗
KNN,XGBoost,0.683284023668639,0.6434911242603552,0.0397928994082839,0.9486921127636342,0.34277722664912025,✗,✗,1.0,✗
LogisticRegression,ExtraTrees,0.7180473372781064,0.6816568047337279,0.03639053254437852,0.898888895781414,0.36871184320427797,✗,✗,1.0,✗
LogisticRegression,KNN,0.7180473372781064,0.683284023668639,0.03476331360946738,0.8222955595700443,0.41090870332697227,✗,✗,1.0,✗
