Feature_Original,Feature_Index,Feature_Sanitized,MeanAbsSHAP,Selection_Count
IH_IntensityHistogramMedian_Intensity,61,IH_IntensityHistogramMedian_Intensity,0.07453336139722502,8
Morph_SphericalDisproportion,9,Morph_SphericalDisproportion,0.05618573299823424,7
IH_MaximumHistogramGradient_Intensity,83,IH_MaximumHistogramGradient_Intensity,0.04548661138623436,6
Morph_SurfaceToVolumeRatio_cm,5,Morph_SurfaceToVolumeRatio_cm,0.03879104158082741,6
GLSZM_SmallZoneEmphasis,130,GLSZM_SmallZoneEmphasis,0.011703500202148134,11
