Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
LogisticRegression,SVM_RBF,0.6859375,0.6253125,0.06062499999999993,2.684192874828404,0.007270514913413954,✓,✓,0.3271731711036279,✗
LogisticRegression,SVM_Linear,0.6859375,0.6325,0.05343750000000003,2.5295243960317566,0.011421723333490317,✓,✗,0.5139775500070642,✗
LogisticRegression,GradientBoosting,0.6859375,0.5993749999999999,0.0865625000000001,2.482959626482244,0.013029585430699984,✓,✗,0.5863313443814993,✗
LogisticRegression,NaiveBayes,0.6859375,0.5771875000000001,0.1087499999999999,2.305183853593051,0.021156278768357344,✓,✗,0.9520325445760804,✗
RandomForest,GradientBoosting,0.666875,0.5993749999999999,0.06750000000000012,2.0923535344945337,0.036406902082289215,✓,✗,1.0,✗
KNN,NaiveBayes,0.6596874999999999,0.5771875000000001,0.0824999999999998,1.7084293109025528,0.0875567124388994,✗,✗,1.0,✗
RandomForest,NaiveBayes,0.666875,0.5771875000000001,0.08968749999999992,1.6979659722561158,0.08951418436176167,✗,✗,1.0,✗
ExtraTrees,GradientBoosting,0.6515624999999999,0.5993749999999999,0.05218750000000005,1.661732813684619,0.0965663587172234,✗,✗,1.0,✗
KNN,GradientBoosting,0.6596874999999999,0.5993749999999999,0.06031249999999999,1.5254575324610067,0.1271450182121724,✗,✗,1.0,✗
ExtraTrees,NaiveBayes,0.6515624999999999,0.5771875000000001,0.07437499999999986,1.508969383423604,0.13130660707228817,✗,✗,1.0,✗
LogisticRegression,XGBoost,0.6859375,0.6206249999999999,0.0653125000000001,1.4838384507491171,0.13785178365907086,✗,✗,1.0,✗
SVM_RBF,RandomForest,0.6253125,0.666875,-0.04156249999999995,-1.2662754130379397,0.20541449635614284,✗,✗,1.0,✗
SVM_Linear,NaiveBayes,0.6325,0.5771875000000001,0.055312499999999876,1.230501830884487,0.21850924181363574,✗,✗,1.0,✗
GradientBoosting,LightGBM,0.5993749999999999,0.6381249999999999,-0.03875000000000006,-1.2287956203943124,0.21914844400194222,✗,✗,1.0,✗
LogisticRegression,LightGBM,0.6859375,0.6381249999999999,0.047812500000000036,1.1431307714815828,0.25298429993251514,✗,✗,1.0,✗
