fold,C,gamma
1,0.007564669709518265,0.08627229557752136
2,0.5034612864067596,0.008614298550406728
3,0.4819437348329684,0.0300302028157839
4,0.6298637909965417,0.04843567301892299
5,0.5292137076027449,0.013345915848191314
