fold,n_estimators,max_depth,learning_rate,subsample
1,100,1,0.03970483329496214,0.8811413617128561
2,25,1,0.046854260167712165,0.9477558265315142
3,75,1,0.026577711982616582,0.9534328396959711
4,25,2,0.010131844303624045,0.7757279060334521
5,100,1,0.07772235382026987,0.8730704498200098
