Model,ROC_AUC,ROC_AUC_bootstrap_mean,ROC_AUC_CI95_low,ROC_AUC_CI95_high,PR_AUC,PR_AUC_bootstrap_mean,PR_AUC_CI95_low,PR_AUC_CI95_high,Accuracy,Balanced_Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Cohen_Kappa,Brier_Score,TN,FP,FN,TP,Mean_Selected_Features,Std_Selected_Features
LogisticRegression,0.7224999999999999,0.722510705987523,0.625930082770772,0.8110625475711614,0.7672749438182814,0.771158142690303,0.6565483341455445,0.8685142704768284,0.6754385964912281,0.6737500000000001,0.6875,0.66,0.7213114754098361,0.6226415094339622,0.704,0.34523439925488975,0.21563775367629584,33,17,20,44,9.6,5.5497747702046425
SVM_RBF,0.703125,0.7032019669317615,0.6008206424658622,0.7972332702020201,0.7222617906024935,0.7299526686967248,0.6096394338905937,0.8464576495249193,0.6754385964912281,0.6628125,0.765625,0.56,0.6901408450704225,0.6511627906976745,0.725925925925926,0.3306886702634084,0.2183691753864939,28,22,15,49,9.6,5.5497747702046425
RandomForest,0.695625,0.6961657508847641,0.596583686440678,0.7970942542651955,0.708199350842381,0.7155776335335177,0.5967367872071341,0.8284077320515467,0.6754385964912281,0.6737500000000001,0.6875,0.66,0.7213114754098361,0.6226415094339622,0.704,0.34523439925488975,0.22337141343556044,33,17,20,44,9.6,5.5497747702046425
SVM_Linear,0.6878124999999999,0.6878933868431945,0.5854000075051512,0.7830730562778665,0.6944391521623596,0.7073181000224895,0.5739751450885803,0.8342454429439847,0.6754385964912281,0.6628125,0.765625,0.56,0.6901408450704225,0.6511627906976745,0.725925925925926,0.3306886702634084,0.2308757385596181,28,22,15,49,9.6,5.5497747702046425
ExtraTrees,0.686875,0.6873734427489848,0.591185133750658,0.7824534429156277,0.7033635439144938,0.7135867891901098,0.5938052335784969,0.8284933369067295,0.631578947368421,0.6368750000000001,0.59375,0.68,0.7037037037037037,0.5666666666666667,0.6440677966101694,0.26788990825688064,0.2308898610097817,34,16,26,38,9.6,5.5497747702046425
LightGBM,0.6796875,0.6815978614672434,0.5725689025299469,0.7852011861898417,0.6603257107963246,0.67587941074179,0.5533276315680749,0.8058485743414097,0.6578947368421053,0.6581250000000001,0.65625,0.66,0.711864406779661,0.6,0.6829268292682927,0.31282843894899537,0.23391135801267227,33,17,22,42,9.6,5.5497747702046425
NaiveBayes,0.6359375000000002,0.6360688560350487,0.5336915592608594,0.7332736734244166,0.6602747681324129,0.6734992235372979,0.5421298522009577,0.8003907021823309,0.5877192982456141,0.551875,0.84375,0.26,0.5934065934065934,0.5652173913043478,0.6967741935483871,0.1102623713052141,0.3314449299728285,13,37,10,54,9.6,5.5497747702046425
XGBoost,0.6271875,0.6289797864170128,0.5241401802656547,0.7314088239173786,0.627569672910818,0.6425020902474801,0.5200306219669864,0.7735325052923063,0.6491228070175439,0.639375,0.71875,0.56,0.6764705882352942,0.6086956521739131,0.696969696969697,0.28121059268600246,0.26604845437873664,28,22,18,46,9.6,5.5497747702046425
GradientBoosting,0.6165625,0.6173908064030621,0.5147832637871492,0.7217659089183069,0.6498819487614202,0.6593403250263523,0.5367175457019394,0.7795102913085876,0.5614035087719298,0.5503125,0.640625,0.46,0.6029411764705882,0.5,0.6212121212121212,0.10151324085750313,0.24096518613736062,23,27,23,41,9.6,5.5497747702046425
KNN,0.58953125,0.5898326402029068,0.4838772196109153,0.6933936825885978,0.6343292940562695,0.6444724670591949,0.5231155268296861,0.7693936696834186,0.5964912280701754,0.5815625,0.703125,0.46,0.625,0.5476190476190477,0.6617647058823529,0.166030534351145,0.2816769155244162,23,27,19,45,9.6,5.5497747702046425
