Model,Mean_AUC,Std_AUC,Pooled_AUC,Pooled_AUC_Macro_OvR,Pooled_AUC_Micro_OvR,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Mean_Kappa,Std_Kappa,Pooled_Kappa,Pooled_Brier,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K,Pooled_AUC_CI95_Low,Pooled_AUC_CI95_High,Pooled_PR_AUC_CI95_Low,Pooled_PR_AUC_CI95_High,Pooled_Acc_CI95_Low,Pooled_Acc_CI95_High,Pooled_Bal_Acc_CI95_Low,Pooled_Bal_Acc_CI95_High,Pooled_Prec_CI95_Low,Pooled_Prec_CI95_High,Pooled_Rec_CI95_Low,Pooled_Rec_CI95_High,Pooled_F1_CI95_Low,Pooled_F1_CI95_High,Pooled_Specificity_CI95_Low,Pooled_Specificity_CI95_High,Pooled_Kappa_CI95_Low,Pooled_Kappa_CI95_High,Pooled_Brier_CI95_Low,Pooled_Brier_CI95_High,CI_Bootstrap_Requested,CI_Bootstrap_Min_Successful,Run_Name,Run_Dir,Experiment_ID,FS_METHOD,FS_N_FEATURES,USE_SMOTE,N_Unique_Selected_Features,Max_Selection_Count,Mean_Selection_Count
SVM_RBF,0.7559943977591036,0.1839374122358487,0.7133413461538461,0.7133413461538461,0.7155915576694413,0.8328546045814754,0.1338146082183603,0.7452620340191469,0.6728406681688106,0.1438875934820609,0.6637931034482759,0.6855648926237162,0.155948184106682,0.6646634615384616,0.6896428571428571,0.1045042828056178,0.711864406779661,0.691764705882353,0.2212765730919293,0.65625,0.6724549643904483,0.1321954481692872,0.6829268292682927,0.6793650793650793,0.137953768076411,0.6730769230769231,0.3378331089485996,0.2807738284302252,0.3263847528290649,0.2238356309866159,15.2,15.2,2.4,12,14.0,18,0.5573713570127504,0.8469227904040403,0.5282080206391476,0.9115868108499056,0.5309734513274337,0.778629331892184,0.5317727987150707,0.7782001040547798,0.4909005145797598,0.875,0.4489619985925405,0.8130959923966418,0.4931026195626052,0.8062869447728424,0.5111111111111111,0.8292682926829268,0.0608613572001683,0.5425539576280313,0.1615005494731787,0.2995759387043935,2000,2000,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/Post1_Post2_Pre_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,41,4,1.853658536585366
SVM_RBF,0.7523062558356676,0.1849647835403156,0.658653846153846,0.658653846153846,0.6546150416171225,0.8346301804775091,0.1332763417469493,0.7080020743693619,0.5680746888755788,0.1438788888200367,0.603448275862069,0.5977941176470589,0.0819406567002654,0.5865384615384616,0.5874065394828619,0.1695051864279652,0.6153846153846154,0.7705882352941177,0.1845222016630367,0.75,0.6319887955182073,0.1367465780356291,0.676056338028169,0.425,0.1841731606027864,0.4230769230769231,0.1878901936325377,0.1760831437511949,0.1775585696670776,0.2391962653892125,15.2,15.2,2.4,12,14.0,18,0.4923557448300962,0.804026576868887,0.4725733187396448,0.892501263547705,0.4626760067586595,0.7250047709923664,0.469034553361318,0.6914031912628219,0.4117445608380338,0.7808219178082192,0.5645057899090158,0.8913190364277319,0.4922950819672131,0.797752808988764,0.2765774027879678,0.575,-0.062141383945643,0.3885395243895134,0.1814632955968974,0.3077519261363788,2000,2000,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/Post1_Post2_Pre_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,41,4,1.853658536585366
SVM_Linear,0.7386064425770308,0.1609812780819452,0.6941105769230769,0.6941105769230769,0.6944114149821642,0.7657839592976631,0.1272882695181485,0.7340266731934922,0.6417443883517298,0.1333442082748532,0.6551724137931034,0.6625583566760037,0.1427929437165086,0.6514423076923077,0.642389306599833,0.1519760188589395,0.6875,0.7235294117647058,0.2084711193725806,0.6875,0.6574764195434823,0.130999118548934,0.6875,0.6015873015873016,0.1103602748937694,0.6153846153846154,0.288080564452345,0.2684681635875934,0.3028846153846154,0.2309505405475121,15.2,15.2,2.4,12,14.0,18,0.5551046147056272,0.8173422619047619,0.5312893509165042,0.8977817451460338,0.5319106720702466,0.7657882882882882,0.533643920867349,0.763578051375589,0.4799791666666667,0.8548532841041585,0.4923015873015873,0.8333333333333334,0.5087575496117344,0.8095238095238095,0.4615000000000001,0.7746694452428857,0.0668945325232081,0.5164334136900048,0.1766709475138402,0.2950898780853192,2000,2000,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/Post1_Post2_Pre_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,41,4,1.853658536585366
KNN,0.7359379863056332,0.1580792902247267,0.7016225961538461,0.7016225961538461,0.705224435196195,0.7927397335494168,0.0900503316916459,0.7400868932097633,0.6586553910803077,0.1088147967025194,0.6637931034482759,0.6810690943043884,0.117842012377325,0.6574519230769231,0.7030555555555555,0.2176161531767731,0.6865671641791045,0.7470588235294117,0.1680336100833611,0.71875,0.678918918918919,0.1015936312785004,0.7022900763358778,0.615079365079365,0.2541913702478721,0.5961538461538461,0.3222081346501371,0.2302449815275196,0.3166163141993958,0.2206718952694414,15.2,15.2,2.4,12,14.0,18,0.5408301381501185,0.8386632769009804,0.5431035168993972,0.8964798864550355,0.5346534653465347,0.7758620689655172,0.536283151978018,0.7697073216638433,0.4827432266009853,0.8524710703953712,0.5613684210526316,0.8541761363636363,0.5531828403390417,0.8112136594370095,0.4037500000000001,0.7800121951219512,0.0703643907169619,0.5346670857742897,0.1685284203517465,0.2857541984908865,2000,2000,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/Post1_Post2_Pre_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,41,4,1.853658536585366
SVM_Linear,0.7306178026766261,0.1505900185328672,0.6914062499999999,0.69140625,0.6889120095124851,0.7542981872270803,0.1349465391299994,0.7260480698154287,0.6014080222089121,0.0974482190176741,0.6206896551724138,0.619967320261438,0.080776249147984,0.6057692307692308,0.5963853367433931,0.1466025624054832,0.631578947368421,0.7788235294117647,0.16957508467508,0.75,0.6505882352941177,0.1135522683483638,0.6857142857142857,0.4611111111111111,0.0777777777777777,0.4615384615384615,0.216735736507121,0.1599723638331111,0.2162162162162162,0.2296179497902765,15.2,15.2,2.4,12,14.0,18,0.5536488678495763,0.8145044895076674,0.5286653795048225,0.89241210540392,0.494949494949495,0.734375,0.5,0.7055296851835725,0.4236989735020292,0.8,0.5689655172413793,0.8793275862068964,0.5094174114531612,0.806124426514792,0.3333333333333333,0.6097560975609756,0.0,0.4176959780764918,0.1781247855869033,0.2894317049924053,2000,2000,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/Post1_Post2_Pre_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,41,4,1.853658536585366
KNN,0.7272047152194212,0.1771482217571386,0.6721754807692307,0.6721754807692307,0.6686236623067776,0.8073881619894057,0.1307051186886671,0.7332849005797802,0.5954013481265983,0.0757820507350217,0.6120689655172413,0.5987044817927171,0.0581445912692499,0.5889423076923077,0.5807056277056277,0.1300912112464458,0.611764705882353,0.8176470588235294,0.1768623103337989,0.8125,0.654720133667502,0.1127490282700664,0.697986577181208,0.3797619047619047,0.1279083430339361,0.3653846153846153,0.1785304440602,0.1024394316509979,0.1848844472204872,0.2305783588062119,15.2,15.2,2.4,12,14.0,18,0.5012852483373809,0.8124191270201364,0.5337242236584844,0.8861174493111157,0.4711397058823529,0.7360090909090908,0.4824449262360446,0.6841931637519871,0.4193548387096774,0.7717391304347826,0.6249487704918034,0.9423132183908044,0.5293907563025211,0.8152955200512401,0.225795093139482,0.5263523391812863,-0.0353398348836253,0.3868023213889558,0.1779273211487887,0.2943328832015285,2000,2000,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/Post1_Post2_Pre_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,41,4,1.853658536585366
LightGBM,0.7231271397447868,0.0948903911085609,0.6505408653846154,0.6505408653846154,0.6449910820451843,0.7476424732424736,0.0805269194418633,0.6837437920867164,0.6179743874960782,0.1055502917760573,0.6293103448275862,0.6489098972922502,0.0651967635806973,0.6262019230769231,0.6316666666666667,0.1570130135363088,0.6666666666666666,0.7164705882352941,0.2335938568657102,0.65625,0.6285714285714286,0.152529689314733,0.6614173228346457,0.5813492063492064,0.138786810560616,0.5961538461538461,0.2728289671695063,0.1376747853071425,0.2519496100779844,0.2744187809516645,15.2,15.2,2.4,12,14.0,18,0.5115126054130424,0.7839516014739227,0.4893512637388362,0.854150906717783,0.51722018089316,0.7407567049808428,0.5123466247294373,0.7375825027000609,0.4726737967914439,0.826973684210526,0.4880639097744361,0.8182190760059611,0.5,0.780496157701303,0.4531176297169811,0.75,0.0245692617224186,0.4697899057859988,0.2019361176940401,0.3533260344539748,2000,2000,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/Post1_Post2_Pre_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,41,4,1.853658536585366
XGBoost,0.7180788982259569,0.0592075457776064,0.7160456730769231,0.7160456730769231,0.7208680142687278,0.7212031645350304,0.15482804386055,0.7182690282795262,0.611431505091127,0.0926719429773908,0.6379310344827587,0.6201680672268907,0.078675728681884,0.6358173076923077,0.6292759528053645,0.1929430054987588,0.6774193548387096,0.6450980392156862,0.1127067283388228,0.65625,0.6153471915081822,0.1368390346982811,0.6666666666666666,0.5952380952380952,0.1358974907492317,0.6153846153846154,0.2290464099507819,0.1603563127541868,0.2706586826347305,0.2438009082415339,15.2,15.2,2.4,12,14.0,18,0.6049069940476189,0.8152167818391223,0.5462361862185062,0.8686259642251976,0.5409725299069562,0.7293233082706767,0.5396270638276454,0.7290312024687025,0.4852450980392158,0.8219394832668631,0.5090447957839263,0.7879398826979468,0.5185185185185185,0.7712464985994398,0.4864566772655008,0.7391521739130433,0.079009460524834,0.4466296434165377,0.1851807803110513,0.3051978606733738,2000,2000,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/Post1_Post2_Pre_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,41,4,1.853658536585366
LogisticRegression,0.7167841581076876,0.1562032096770755,0.689002403846154,0.689002403846154,0.6896551724137931,0.7376520984374524,0.1546087509382462,0.7246742300563318,0.627951284903454,0.1482438614514802,0.6379310344827587,0.6483426704014938,0.1593794732706207,0.6340144230769231,0.6290559732664995,0.1579183425972193,0.671875,0.7117647058823529,0.2204116940611199,0.671875,0.6449764195434824,0.1419865470711388,0.671875,0.5849206349206348,0.1291384713088352,0.5961538461538461,0.2603293682800962,0.2992515009418711,0.2680288461538461,0.2291450995337126,15.2,15.2,2.4,12,14.0,18,0.5431685159214652,0.8135595857928858,0.5224436958974609,0.887215797262492,0.5046728971962616,0.7570179356789444,0.5071115802642897,0.7557375899520256,0.454491341991342,0.8427135508325435,0.4833333333333333,0.8214285714285714,0.4901752190237797,0.7929181929181929,0.4193360840210053,0.7797007415254236,0.0136867716569217,0.504096354846522,0.1777382033313123,0.2884331843639967,2000,2000,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/Post1_Post2_Pre_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,41,4,1.853658536585366
LogisticRegression,0.7158037659508247,0.1508596619034656,0.6956129807692308,0.6956129807692308,0.696269322235434,0.7355090724494981,0.1516692169617102,0.7306788408666144,0.6348478366275919,0.1403146837166791,0.646551724137931,0.6566760037348273,0.1492235703704788,0.6436298076923077,0.6366750208855472,0.1539862713731146,0.6825396825396826,0.7117647058823529,0.2204116940611199,0.671875,0.6482022259950952,0.1388037143568125,0.6771653543307087,0.6015873015873016,0.1103602748937694,0.6153846153846154,0.2766651787928383,0.2802107628658926,0.2867426514697061,0.2271386530501451,15.2,15.2,2.4,12,14.0,18,0.5539892857142857,0.8174659608001137,0.533723548976813,0.8878091276184117,0.5185019841269841,0.7583531021897809,0.5192277455249152,0.757997025353992,0.4655172413793103,0.8437769396551723,0.4833333333333333,0.8214285714285714,0.5,0.7954710944395409,0.4499744897959184,0.7833445945945945,0.0378414273877963,0.5073305822076236,0.1747503882092851,0.2867210505721437,2000,2000,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_all_quad_concat_batch_smote_compare/Post1_Post2_Pre_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,41,4,1.853658536585366
