Experiment_ID,FS_METHOD,FS_N_FEATURES,USE_SMOTE,Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Pooled_PR_AUC,Mean_Bal_Acc,Pooled_Bal_Acc,Mean_F1,Pooled_F1,Mean_Specificity,Pooled_Specificity,Avg_Features,N_Unique_Selected_Features,Max_Selection_Count,Mean_Selection_Count,Run_Name,Run_Dir
elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,NaiveBayes,0.6651262626262626,0.0481892292544839,0.6325443786982249,0.692787189680582,0.6758627820332497,0.5832323232323232,0.551923076923077,0.6352213868003341,0.6575342465753424,0.4088888888888889,0.3653846153846153,9.6,34,3,1.411764705882353,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch/Pre_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote
mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,ExtraTrees,0.612003367003367,0.1548450731484327,0.5887573964497042,0.6941289242984487,0.6526550144741523,0.5721843434343434,0.5634615384615385,0.6070824972989659,0.6268656716417911,0.4866666666666667,0.4807692307692308,12.0,40,4,1.5,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch/Pre_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote
corr_mrmr_auto_k,corr_mrmr,auto,False,NaiveBayes,0.5714576318742985,0.1172732721793936,0.5822485207100592,0.623591659471013,0.6074945029970131,0.5424494949494949,0.5788461538461538,0.6086868686868687,0.6758620689655173,0.4088888888888888,0.4038461538461538,16.0,47,5,1.702127659574468,corr_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch/Pre_T2/fs_method_comparison/corr_mrmr_auto_k_no_smote
