Model_A,Model_B,AUC_A,AUC_B,ΔAUC,Z_stat,p_value,Significant (α=0.05),Significant (α=0.01),p_value_bonferroni,Significant Bonf. (α=0.05)
SVM_RBF,SVM_Linear,0.6586538461538463,0.69140625,-0.032752403846153744,-1.469913168108554,0.1415852726971526,✗,✗,1.0,✗
SVM_Linear,NaiveBayes,0.69140625,0.6448317307692308,0.04657451923076916,1.4545367012092982,0.14579756587232104,✗,✗,1.0,✗
LogisticRegression,NaiveBayes,0.6890024038461537,0.6448317307692308,0.044170673076922906,1.4255874739370622,0.1539874540475806,✗,✗,1.0,✗
SVM_RBF,LogisticRegression,0.6586538461538463,0.6890024038461537,-0.030348557692307487,-1.2880821495052643,0.19771736839129872,✗,✗,1.0,✗
RandomForest,NaiveBayes,0.6829927884615385,0.6448317307692308,0.03816105769230771,0.9355256673359633,0.34951746194719335,✗,✗,1.0,✗
SVM_Linear,GradientBoosting,0.69140625,0.6574519230769231,0.03395432692307687,0.9017900736766032,0.36716839375712274,✗,✗,1.0,✗
XGBoost,LightGBM,0.6736778846153846,0.6524939903846154,0.021183894230769162,0.8593686195969059,0.3901371769081654,✗,✗,1.0,✗
LogisticRegression,GradientBoosting,0.6890024038461537,0.6574519230769231,0.031550480769230616,0.8364499022183838,0.4029018490758387,✗,✗,1.0,✗
SVM_Linear,LightGBM,0.69140625,0.6524939903846154,0.03891225961538458,0.8363155613681484,0.40297740105151125,✗,✗,1.0,✗
RandomForest,LightGBM,0.6829927884615385,0.6524939903846154,0.030498798076923128,0.8313951751018592,0.4057504238529618,✗,✗,1.0,✗
LogisticRegression,LightGBM,0.6890024038461537,0.6524939903846154,0.036508413461538325,0.781770025343032,0.4343497398640537,✗,✗,1.0,✗
RandomForest,GradientBoosting,0.6829927884615385,0.6574519230769231,0.02554086538461542,0.7452540433139648,0.45611815759334984,✗,✗,1.0,✗
KNN,NaiveBayes,0.6721754807692308,0.6448317307692308,0.02734375,0.6890722080175103,0.4907778284024633,✗,✗,1.0,✗
ExtraTrees,NaiveBayes,0.6703725961538463,0.6448317307692308,0.02554086538461542,0.6583577846528994,0.5103082551174812,✗,✗,1.0,✗
SVM_Linear,ExtraTrees,0.69140625,0.6703725961538463,0.021033653846153744,0.6483296124003071,0.5167717851221327,✗,✗,1.0,✗
SVM_RBF,RandomForest,0.6586538461538463,0.6829927884615385,-0.02433894230769229,-0.6289265240851719,0.5293971603857637,✗,✗,1.0,✗
SVM_Linear,KNN,0.69140625,0.6721754807692308,0.019230769230769162,0.5762559338388045,0.5644422033373385,✗,✗,1.0,✗
XGBoost,NaiveBayes,0.6736778846153846,0.6448317307692308,0.028846153846153744,0.5733101528844486,0.5664347122274698,✗,✗,1.0,✗
LogisticRegression,ExtraTrees,0.6890024038461537,0.6703725961538463,0.018629807692307487,0.5561447856268359,0.5781118810280539,✗,✗,1.0,✗
GradientBoosting,XGBoost,0.6574519230769231,0.6736778846153846,-0.016225961538461453,-0.5512690365252605,0.5814492609456321,✗,✗,1.0,✗
KNN,LogisticRegression,0.6721754807692308,0.6890024038461537,-0.016826923076922906,-0.505675473683393,0.6130844886951847,✗,✗,1.0,✗
ExtraTrees,LightGBM,0.6703725961538463,0.6524939903846154,0.017878605769230838,0.4208797849544117,0.6738428673000988,✗,✗,1.0,✗
SVM_Linear,XGBoost,0.69140625,0.6736778846153846,0.01772836538461542,0.41972805818256403,0.6746841254296051,✗,✗,1.0,✗
