Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K,Run_Name,Run_Dir,Experiment_ID,FS_METHOD,FS_N_FEATURES,USE_SMOTE,N_Unique_Selected_Features,Max_Selection_Count,Mean_Selection_Count,Rank_Mean_AUC,Rank_Pooled_AUC,Rank_Mean_PR_AUC,Rank_Pooled_PR_AUC,Rank_Mean_Bal_Acc,Rank_Pooled_Bal_Acc,Rank_Mean_F1,Rank_Pooled_F1,Rank_N_Unique_Selected_Features,Composite_Rank_Score
KNN,0.7672478991596638,0.0981678212557853,0.7647235576923077,0.798354315666422,0.0593865832746101,0.8150282786635179,0.6953162583307189,0.0717818685705607,0.6982758620689655,0.6785504201680672,0.0619946005006717,0.7049278846153846,0.7328937728937729,0.1191577737762933,0.7735849056603774,0.5701960784313725,0.2113518124354783,0.640625,0.6263520871143375,0.1497128817448793,0.7008547008547008,0.7869047619047619,0.0898404285114007,0.7692307692307693,7.2,7.2,3.249615361854384,4,6.0,12,elasticnet_then_mrmr_auto_k_smote,nested_cv_outputs_single_dataset_batch_smote_compare/Post1/fs_method_comparison/elasticnet_then_mrmr_auto_k_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,True,17,5,2.1176470588235294,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.5555555555555556
KNN,0.743167211328976,0.1003434110195496,0.7433894230769231,0.7650054883197297,0.0869151581647344,0.7959809455319256,0.6704648089520169,0.0612553418993951,0.6810344827586207,0.6684290382819794,0.0586526620751722,0.6748798076923077,0.6597619047619048,0.1522067456587791,0.7014925373134329,0.703921568627451,0.1409038762605622,0.734375,0.6675019272186857,0.1168848534820607,0.7175572519083969,0.6329365079365079,0.1140898895496672,0.6153846153846154,7.2,7.2,3.249615361854384,4,6.0,12,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_single_dataset_batch_smote_compare/Post1/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,17,5,2.1176470588235294,2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.7777777777777777
SVM_RBF,0.6986655773420478,0.1263287252372711,0.6406250000000001,0.7841293516827197,0.0134633936367049,0.7059368539662991,0.5791144956884667,0.0474785748300651,0.5862068965517241,0.6016339869281045,0.0552968795181622,0.5691105769230769,0.6033678955453149,0.1498089059809599,0.6025641025641025,0.7588235294117647,0.2041100185046761,0.734375,0.6301470588235294,0.0767215590059366,0.6619718309859155,0.4444444444444445,0.2587958821967137,0.4038461538461538,12.0,12.0,4.1952353926806065,4,14.0,16,corr_mrmr_auto_k_no_smote,nested_cv_outputs_single_dataset_batch_smote_compare/Post1/fs_method_comparison/corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k,corr_mrmr,auto,False,29,5,2.0689655172413794,3.0,5.0,2.0,5.0,5.0,6.0,3.0,4.0,3.0,4.0
NaiveBayes,0.6583512293806412,0.0954056929426743,0.6834435096153845,0.6984848032792522,0.1966292305667537,0.7204834664248103,0.607057699438122,0.0970852476616095,0.6293103448275862,0.5611157796451913,0.1016244246685522,0.6081730769230769,0.5661764705882353,0.2013864859526001,0.6265060240963856,0.7325490196078432,0.2147559257643511,0.8125,0.6335144848774691,0.2070903333097963,0.7074829931972789,0.3896825396825397,0.1878187640600134,0.4038461538461538,12.0,12.0,6.572670690061994,4,16.0,18,mrmr_then_elasticnet_no_corr_auto_k_smote,nested_cv_outputs_single_dataset_batch_smote_compare/Post1/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,True,38,4,1.5789473684210527,5.0,3.0,6.0,4.0,6.0,4.0,2.0,2.0,5.0,4.111111111111111
XGBoost,0.6584889511360099,0.0504314803085377,0.6754807692307693,0.7035892026889469,0.1194469664805791,0.6985680304154177,0.6261468107964214,0.0296842513242944,0.6206896551724138,0.6206349206349207,0.0248138844671897,0.6183894230769231,0.6365656565656566,0.124800175314915,0.6612903225806451,0.6333333333333333,0.1264059722453819,0.640625,0.6173463069438302,0.0859649219389526,0.6507936507936508,0.6079365079365079,0.1433281477027813,0.5961538461538461,12.0,12.0,6.572670690061994,4,16.0,18,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_single_dataset_batch_smote_compare/Post1/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,38,4,1.5789473684210527,4.0,4.0,5.0,6.0,4.0,3.0,5.0,5.0,5.0,4.555555555555555
ExtraTrees,0.6546101774042951,0.0935903374499282,0.6334134615384616,0.7520511989453526,0.0706752972838828,0.7265414944671009,0.5939011056919844,0.1026756577817509,0.5948275862068966,0.6258636788048553,0.0959082580100989,0.5895432692307692,0.6516317016317016,0.2215361118835,0.6307692307692307,0.6882352941176471,0.213392437026083,0.640625,0.6157109557109558,0.1105425698531098,0.6356589147286822,0.5634920634920635,0.2305688737513325,0.5384615384615384,12.0,12.0,4.1952353926806065,4,14.0,16,corr_mrmr_auto_k_smote,nested_cv_outputs_single_dataset_batch_smote_compare/Post1/fs_method_comparison/corr_mrmr_auto_k_smote,corr_mrmr_auto_k,corr_mrmr,auto,True,29,5,2.0689655172413794,6.0,6.0,4.0,3.0,3.0,5.0,6.0,6.0,3.0,4.666666666666667
