model,mean_auc,std_auc,pooled_auc,mean_pr_auc,std_pr_auc,pooled_pr_auc,mean_accuracy,std_accuracy,pooled_accuracy,mean_bal_accuracy,std_bal_accuracy,pooled_bal_accuracy,mean_f1,std_f1,pooled_f1,mean_precision,std_precision,pooled_precision,mean_recall,std_recall,pooled_recall,n_samples,n_folds
NaiveBayes,0.6651262626262626,0.048189229254483934,0.6325443786982249,0.692787189680582,0.11293750390130675,0.6758627820332497,0.5718325521551328,0.08405930251855073,0.5726495726495726,0.5832323232323232,0.08082746768704772,0.551923076923077,0.6352213868003341,0.0904229037180884,0.6575342465753424,0.5944088669950739,0.13399661314450764,0.5925925925925926,0.7575757575757576,0.193752869583892,0.7384615384615385,117,5
LogisticRegression,0.6159736251402919,0.06659920484275998,0.5931952662721893,0.6523823437641892,0.15088620940937944,0.6293473165381374,0.5867944122782832,0.074710130161739,0.5897435897435898,0.6073232323232323,0.07527967952897183,0.5961538461538461,0.5823509823509824,0.07783903974784219,0.5932203389830508,0.6352380952380952,0.13467353656619838,0.660377358490566,0.5702020202020203,0.12186953454685999,0.5384615384615384,117,5
RandomForest,0.6145889450056117,0.08016967623215215,0.599112426035503,0.6680769614160115,0.1489621519406899,0.6213128685469091,0.6117829243635696,0.051953817250555555,0.6153846153846154,0.641489898989899,0.06910207615466273,0.6153846153846154,0.6308811558811558,0.0623933548751193,0.64,0.6507720057720059,0.1372984661973064,0.6666666666666666,0.6674242424242424,0.17624670704645784,0.6153846153846154,117,5
GradientBoosting,0.6081832210998879,0.04764921861602818,0.5997041420118344,0.6651281732111135,0.12349397852311465,0.6272162839308028,0.6180608399963239,0.07579787499446156,0.6324786324786325,0.621489898989899,0.06032485001501243,0.625,0.6441269841269841,0.1022517949927487,0.6766917293233082,0.6293024227234754,0.13513650155674667,0.6617647058823529,0.6896464646464646,0.11265895593793333,0.6923076923076923,117,5
XGBoost,0.6025939955106623,0.0781482346341812,0.5677514792899409,0.6521044185729955,0.13684825767638129,0.6185140221859223,0.5428370554177006,0.0908254361895682,0.5555555555555556,0.5634974747474748,0.07149411356654371,0.5538461538461539,0.5645013681970205,0.11812687654203526,0.5873015873015873,0.5794444444444445,0.14958378468930153,0.6065573770491803,0.5981060606060605,0.14935198255255377,0.5692307692307692,117,5
SVM_RBF,0.5995679012345679,0.07324578054902922,0.5718934911242604,0.6274894449582302,0.11667834533481432,0.589857004200211,0.5676132708390773,0.05184010768212924,0.5641025641025641,0.5791287878787879,0.07271735955867482,0.55,0.6118232953155917,0.057724972863654425,0.6330935251798561,0.6031592063850127,0.14304723172594455,0.5945945945945946,0.6827020202020202,0.17587418487434064,0.676923076923077,117,5
SVM_Linear,0.5916105499438833,0.06483270653497801,0.5807692307692308,0.6419706297997148,0.14418094289624742,0.6176663450024602,0.5580351070673651,0.09417949064619582,0.5641025641025641,0.5687878787878787,0.10005621729929047,0.5596153846153846,0.5817442442442442,0.09727198495018635,0.6046511627906976,0.5848484848484847,0.13082190917261038,0.609375,0.6131313131313132,0.1513147875528026,0.6,117,5
KNN,0.586165824915825,0.09526836738790646,0.5579881656804734,0.6420560002592669,0.08760585706180964,0.6060848534698703,0.5487914713721166,0.057989547181163774,0.5641025641025641,0.551489898989899,0.05309221974613305,0.5423076923076924,0.6298235098235099,0.07573074098508562,0.6530612244897959,0.5647337828411998,0.11305850863534582,0.5853658536585366,0.7674242424242423,0.1583605167327748,0.7384615384615385,117,5
ExtraTrees,0.5760872615039283,0.12204654602160461,0.5538461538461539,0.6532483163293432,0.07392612093588764,0.6037101365246307,0.545043654075912,0.0757185995351566,0.5470085470085471,0.5567676767676768,0.09213057231653292,0.5442307692307693,0.5727690700104493,0.05664378549150369,0.5826771653543307,0.5890819964349376,0.1247950394659651,0.5967741935483871,0.597979797979798,0.10836496795067642,0.5692307692307692,117,5
LightGBM,0.5700925925925926,0.08176696620695069,0.5399408284023669,0.6282360798581929,0.14681143180653505,0.5788652182579508,0.5221661611984192,0.09432008726464033,0.5299145299145299,0.5405934343434343,0.08742147423098459,0.5346153846153846,0.519376026272578,0.11731265053236996,0.5378151260504201,0.5601282051282052,0.13339766692521793,0.5925925925925926,0.5256313131313132,0.16735185905788313,0.49230769230769234,117,5
