Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K
LogisticRegression,0.7264678454630608,0.1143969624611815,0.6859375,0.7862595981374843,0.0814312638202051,0.7409766887920294,0.6694537346711259,0.0745719950853612,0.6666666666666666,0.7016360978203083,0.0661661113866546,0.6681250000000001,0.7425974025974027,0.1402895591198558,0.7241379310344828,0.7009994683678894,0.1779829431535081,0.65625,0.6907787864309602,0.0632753018630676,0.6885245901639344,0.7022727272727273,0.1686112453726491,0.68,16.8,16.8,2.4,12,18.0,18
SVM_Linear,0.7200962116033885,0.1109121058208813,0.6325000000000001,0.7708975105933185,0.0893501429771589,0.7072207603622678,0.6417857504814026,0.0284359962401751,0.6403508771929824,0.6751209463051568,0.0419051234728993,0.63375,0.7035714285714285,0.1619397721250662,0.676923076923077,0.7343328017012227,0.1701312145445164,0.6875,0.6825166781688521,0.0335794793920346,0.6821705426356589,0.615909090909091,0.2002580979264608,0.58,16.8,16.8,2.4,12,18.0,18
ExtraTrees,0.7057032848420407,0.116195310343326,0.6515624999999999,0.7517135068019192,0.0955258491593439,0.6860501066932994,0.6541067628024149,0.0817840289954594,0.6491228070175439,0.6866653375863903,0.0569251306672516,0.6525000000000001,0.7367965367965368,0.1439408586326545,0.7142857142857143,0.6710579479000531,0.1819476723784517,0.625,0.6682983682983683,0.0851239157716022,0.6666666666666666,0.7022727272727273,0.151242178345064,0.68,16.8,16.8,2.4,12,18.0,18
SVM_RBF,0.7031831415085004,0.0691565938822524,0.6253124999999999,0.7280422119523978,0.0995826817556121,0.6855521254491097,0.6514471036210165,0.0515286580474648,0.6491228070175439,0.6749261411103517,0.029114522574737,0.64375,0.7011188811188811,0.1246796820650754,0.6875,0.7276661350345561,0.1599380462226536,0.6875,0.687507894404446,0.0504560611795601,0.6875,0.6221861471861472,0.1451324123081337,0.6,16.8,16.8,2.4,12,18.0,18
RandomForest,0.6914736105645197,0.0893501680783798,0.6668749999999999,0.6942101759910712,0.0956248075224325,0.6606683480708541,0.6722885809842332,0.0949664646732025,0.6666666666666666,0.6886781347307662,0.0813158512133005,0.6681250000000001,0.7332356532356532,0.0881305926517038,0.7241379310344828,0.6953216374269006,0.2211299719278206,0.65625,0.684549122277317,0.1000400694423023,0.6885245901639344,0.6820346320346321,0.140369926256384,0.68,16.8,16.8,2.4,12,18.0,18
KNN,0.68379812018568,0.0316651044345655,0.6596875,0.7079259441146639,0.0921361622355486,0.6752551242037252,0.632832385006298,0.0491316401876348,0.631578947368421,0.6372241209083315,0.0504643260189007,0.6171875,0.6663370547581073,0.1315554327363122,0.6527777777777778,0.763625730994152,0.1759572839277892,0.734375,0.6838757092042214,0.0664243909089354,0.6911764705882353,0.5108225108225108,0.2203554629457516,0.5,16.8,16.8,2.4,12,18.0,18
GradientBoosting,0.6824441728747949,0.1381735982801077,0.599375,0.7503834039647191,0.0916042388077434,0.6714138043690376,0.5736118953510257,0.0536858898395976,0.5701754385964912,0.5978846738057265,0.0581464757710134,0.558125,0.6337198766146134,0.1268473289342096,0.6086956521739131,0.7114619883040936,0.2213444035001623,0.65625,0.629580765172969,0.0706965655508534,0.631578947368421,0.4843073593073593,0.200270847881088,0.46,16.8,16.8,2.4,12,18.0,18
LightGBM,0.6759675359196889,0.091205253232469,0.6381249999999999,0.701199562285338,0.0991826457295723,0.671256704596385,0.661836714010627,0.0729793248061135,0.6578947368421053,0.6964486975013291,0.0619710255796488,0.6603125000000001,0.7393939393939394,0.1564059139462296,0.7192982456140351,0.6838064859117491,0.1875625258235452,0.640625,0.6774928774928775,0.0827265146679444,0.6776859504132231,0.7090909090909091,0.1616745475344758,0.68,16.8,16.8,2.4,12,18.0,18
XGBoost,0.6748409591471793,0.0948862158481008,0.620625,0.6923264185376541,0.1112283448613526,0.6516621671068565,0.6105459757633671,0.102993553412135,0.6052631578947368,0.6416366674261411,0.0749862467152179,0.6003125,0.6765567765567766,0.1133378557621691,0.6507936507936508,0.7027538543328017,0.222251132988593,0.640625,0.6481798201798202,0.1056780557410955,0.6456692913385826,0.5805194805194804,0.1747888771922076,0.56,16.8,16.8,2.4,12,18.0,18
NaiveBayes,0.668040624978424,0.1146218628549229,0.5771874999999999,0.7577025343556185,0.090928402615549,0.6620218034680128,0.5612286264460178,0.1246971346378551,0.5614035087719298,0.5549546214019897,0.1352580216514587,0.535,0.6064709284523525,0.1526992795660766,0.5853658536585366,0.7753854332801702,0.1229934489866312,0.75,0.6597611266728914,0.0830514841651221,0.6575342465753424,0.3345238095238095,0.2961487491661125,0.32,16.8,16.8,2.4,12,18.0,18
