model_name,n_folds,n_total_samples,pooled_auc,pooled_accuracy,pooled_bal_accuracy,pooled_precision,pooled_recall,pooled_f1,pooled_specificity,mean_fold_auc,mean_fold_accuracy,mean_fold_bal_accuracy,mean_fold_precision,mean_fold_recall,mean_fold_f1,mean_fold_specificity,std_fold_auc,std_fold_accuracy,std_fold_bal_accuracy,std_fold_precision,std_fold_recall,std_fold_f1,std_fold_specificity
LogisticRegression,5,114,0.6859375,0.6666666666666666,0.6681250000000001,0.7241379310344828,0.65625,0.6885245901639344,0.68,0.7264678454630608,0.6694537346711259,0.7016360978203083,0.7425974025974027,0.7009994683678894,0.6907787864309602,0.7022727272727273,0.11439696246118154,0.07457199508536122,0.06616611138665464,0.1402895591198558,0.1779829431535081,0.06327530186306765,0.16861124537264915
