Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
IB_MedianIntensity,IB_MedianIntensity,0.06742754484669092,4
IH_IntensityHistogramMedian_Intensity,IH_IntensityHistogramMedian_Intensity,0.06366890519724787,5
GLCM_AngularSecondMoment,GLCM_AngularSecondMoment,0.04776775515958092,5
GLCM_Correlation,GLCM_Correlation,0.036952271859586674,5
GLCM_InverseDifference,GLCM_InverseDifference,0.033749469285544495,2
Morph_SphericalDisproportion,Morph_SphericalDisproportion,0.02878217953178148,4
Morph_Compacity,Morph_Compacity,0.02660144099080593,4
Morph_Compactness1,Morph_Compactness1,0.016994897378475336,5
GLCM_InverseDifferenceMoment,GLCM_InverseDifferenceMoment,0.01404796322092621,5
GLCM_InverseVariance,GLCM_InverseVariance,0.012843218114679386,3
GLSZM_SmallZoneEmphasis,GLSZM_SmallZoneEmphasis,0.011752594491968797,3
GLCM_JointVariance,GLCM_JointVariance,0.011099501617956573,3
GLCM_JointEntropyLog2,GLCM_JointEntropyLog2,0.011081320904367599,2
GLCM_SumAverage,GLCM_SumAverage,0.009995005203301039,2
GLCM_Autocorrelation,GLCM_Autocorrelation,0.009953837937861277,3
GLCM_JointMaximum,GLCM_JointMaximum,0.00430161620630519,2
FEATURE_RESULTS,FEATURE_RESULTS,0.0003371138889738435,3
GLCM_NormalisedInverseDifferenceMoment,GLCM_NormalisedInverseDifferenceMoment,0.00023462230360205802,3
