Metric,Value
ROC-AUC,0.7476331360946745
PR-AUC,0.8258012510908841
Balanced Acc.,0.6865384615384615
Sensitivity,0.6615384615384615
Specificity,0.7115384615384616
PPV,0.7413793103448276
NPV,0.6271186440677966
Kappa,0.36812144212523723
