Comparison,Best_Model,Other_Model,Mean_AUC_Best,Mean_AUC_Other,Mean_AUC_Difference,Wilcoxon_Statistic,Wilcoxon_p_value,Wilcoxon_q_value_FDR
LogisticRegression vs ExtraTrees,LogisticRegression,ExtraTrees,0.6751360830527496,0.5956916386083052,0.07944444444444446,0.0,0.25,0.5625
LogisticRegression vs GradientBoosting,LogisticRegression,GradientBoosting,0.6751360830527496,0.5910620089786756,0.08407407407407408,0.0,0.0625,0.1875
LogisticRegression vs KNN,LogisticRegression,KNN,0.6751360830527496,0.5628177609427609,0.11231832210998878,0.0,0.0625,0.1875
LogisticRegression vs LightGBM,LogisticRegression,LightGBM,0.6751360830527496,0.6313201459034793,0.04381593714927049,6.0,0.8125,0.875
LogisticRegression vs NaiveBayes,LogisticRegression,NaiveBayes,0.6751360830527496,0.6418700897867564,0.03326599326599329,4.0,0.4375,0.7875
LogisticRegression vs RandomForest,LogisticRegression,RandomForest,0.6751360830527496,0.5867297979797981,0.08840628507295177,0.0,0.0625,0.1875
LogisticRegression vs SVM_Linear,LogisticRegression,SVM_Linear,0.6751360830527496,0.6640221661054995,0.011113916947250302,5.0,0.625,0.8035714285714286
LogisticRegression vs SVM_RBF,LogisticRegression,SVM_RBF,0.6751360830527496,0.6781537598204265,-0.0030176767676767914,4.0,0.875,0.875
LogisticRegression vs XGBoost,LogisticRegression,XGBoost,0.6751360830527496,0.6442269921436587,0.030909090909090886,5.0,0.625,0.8035714285714286
