fold,n_estimators,max_depth,learning_rate,num_leaves,subsample,colsample_bytree,reg_alpha,reg_lambda
1,100,7,0.2755515226447693,58,0.7438031375747609,0.7994294729378736,1.5601289828756666e-05,1.152688441528122e-05
2,50,4,0.011320863617573155,58,0.9923683428049246,0.5299709944090186,1.0349360202996285,0.0015563723067563927
3,100,4,0.010195361167134594,22,0.9182650033893149,0.5076274856231695,0.0024523948325711462,0.0027179461717410165
4,100,8,0.25919322953910695,42,0.8925203012239691,0.670192611418718,6.737525631734939e-08,0.0001484164947769321
5,200,3,0.04237053583479054,56,0.601887542476389,0.5607845603915571,0.010882827930218712,0.27081629729075113
