fold,C,gamma
1,0.4819437348329684,0.0300302028157839
2,0.04989653216697846,0.034223813214707535
3,0.4819437348329684,0.0300302028157839
4,3.675257878593655,0.0004242348737644764
5,1.8403439376954165,0.0006640812848625791
