fold,n_estimators,max_depth,learning_rate,subsample
1,75,1,0.026577711982616582,0.9534328396959711
2,100,1,0.06549750379683224,0.7822221241125097
3,100,1,0.07772235382026987,0.8730704498200098
4,100,1,0.03970483329496214,0.8811413617128561
5,25,1,0.046854260167712165,0.9477558265315142
