metric,mean,std,min,max,pooled
AUC,0.7320735129068463,0.11300561337771661,0.625,0.9166666666666666,0.724112426035503
PR_AUC,0.8010811781969226,0.05580389068917264,0.7037702493584846,0.8634852801519469,0.7768702086567392
Accuracy,0.6950951199338296,0.10625547119356928,0.5384615384615384,0.8461538461538461,0.6837606837606838
Bal_Accuracy,0.7155176767676767,0.10491190716245133,0.5875,0.8888888888888888,0.6903846153846154
F1_Score,0.6893460925039872,0.11187528299895637,0.5,0.8,0.6890756302521008
Precision,0.7462745098039215,0.04379797035073113,0.6666666666666666,0.8,0.7592592592592593
Recall,0.6799242424242424,0.21506346896698625,0.375,1.0,0.6307692307692307
