Feature_Name,Selection_Count,Selection_Frequency,Selected_As_Stable
Post1_IH_IntensityHistogramMode_Intensity,3,0.6,True
ADC_Morph_Compactness2,3,0.6,True
Post1_GLCM_SumAverage,2,0.4,True
ADC_GLCM_ClusterTendency,2,0.4,True
Post1_Morph_Compacity,2,0.4,True
T2_GLRLM_LongRunHighGreyLevelEmphasis,2,0.4,True
ADC_GLSZM_SmallZoneEmphasis,2,0.4,True
ADC_IH_IntensityHistogramMedian_Intensity,2,0.4,True
Pre_GLSZM_GreyLevelVariance,2,0.4,True
Pre_GLSZM_SmallZoneHighGreyLevelEmphasis,1,0.2,False
ADC_IH_IntensityHistogramMinimumGreyLevel_Intensity,1,0.2,False
Post1_Morph_Compactness2,1,0.2,False
Post1_GLCM_Contrast,1,0.2,False
Pre_IH_IntensityHistogramMinimumGreyLevel_Intensity,1,0.2,False
Post1_GLRLM_LongRunHighGreyLevelEmphasis,1,0.2,False
ADC_IH_IntensityHistogram10thPercentile,1,0.2,False
Post1_Morph_Asphericity,1,0.2,False
Pre_IH_IntensityHistogramEntropyLog10_Intensity,1,0.2,False
ADC_IH_IntensityHistogram75thPercentile,1,0.2,False
ADC_Morph_SurfaceToVolumeRatio_cm,1,0.2,False
Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,1,0.2,False
Pre_Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist,1,0.2,False
ADC_Morph_Sphericity,1,0.2,False
T2_GLSZM_NormalisedZoneSizeNonUniformity,1,0.2,False
Pre_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,1,0.2,False
ADC_GLCM_Correlation,1,0.2,False
T2_NGTDM_Strength,1,0.2,False
Post1_GLRLM_HighGreyLevelRunEmphasis,1,0.2,False
Post1_IB_IntensityBasedEnergy,1,0.2,False
Post1_GLCM_JointAverage,1,0.2,False
ADC_IB_MaximumIntensity,1,0.2,False
ADC_Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm,1,0.2,False
Post1_GLCM_Correlation,1,0.2,False
Post1_IH_IntensityHistogramQuartileCoefficientOfDispersion_Intensity,1,0.2,False
ADC_IB_MedianIntensity,1,0.2,False
