Experiment_ID,FS_METHOD,Best_Model_No_SMOTE,Best_Model_SMOTE,Run_Name_No_SMOTE,Run_Name_SMOTE,Mean_AUC_No_SMOTE,Mean_AUC_SMOTE,Delta_Mean_AUC_SMOTE_minus_No_SMOTE,Std_AUC_No_SMOTE,Std_AUC_SMOTE,Delta_Std_AUC_SMOTE_minus_No_SMOTE,Pooled_AUC_No_SMOTE,Pooled_AUC_SMOTE,Delta_Pooled_AUC_SMOTE_minus_No_SMOTE,Mean_PR_AUC_No_SMOTE,Mean_PR_AUC_SMOTE,Delta_Mean_PR_AUC_SMOTE_minus_No_SMOTE,Pooled_PR_AUC_No_SMOTE,Pooled_PR_AUC_SMOTE,Delta_Pooled_PR_AUC_SMOTE_minus_No_SMOTE,Mean_Bal_Acc_No_SMOTE,Mean_Bal_Acc_SMOTE,Delta_Mean_Bal_Acc_SMOTE_minus_No_SMOTE,Pooled_Bal_Acc_No_SMOTE,Pooled_Bal_Acc_SMOTE,Delta_Pooled_Bal_Acc_SMOTE_minus_No_SMOTE,Mean_F1_No_SMOTE,Mean_F1_SMOTE,Delta_Mean_F1_SMOTE_minus_No_SMOTE,Pooled_F1_No_SMOTE,Pooled_F1_SMOTE,Delta_Pooled_F1_SMOTE_minus_No_SMOTE,Mean_Specificity_No_SMOTE,Mean_Specificity_SMOTE,Delta_Mean_Specificity_SMOTE_minus_No_SMOTE,Pooled_Specificity_No_SMOTE,Pooled_Specificity_SMOTE,Delta_Pooled_Specificity_SMOTE_minus_No_SMOTE,Avg_Features_No_SMOTE,Avg_Features_SMOTE,Delta_Avg_Features_SMOTE_minus_No_SMOTE,N_Unique_Selected_Features_No_SMOTE,N_Unique_Selected_Features_SMOTE,Delta_N_Unique_Selected_Features_SMOTE_minus_No_SMOTE,Dataset
corr_mrmr_auto_k,corr_mrmr,GradientBoosting,GradientBoosting,corr_mrmr_auto_k_no_smote,corr_mrmr_auto_k_smote,0.6848809523809523,0.6791269841269841,-0.0057539682539681225,0.1966357893692594,0.1589360965659946,-0.037699692803264795,0.6473015873015873,0.6358730158730158,-0.011428571428571455,0.7795377837225589,0.7653638233584669,-0.01417396036409202,0.735087813891192,0.6918594825303266,-0.04322833136086546,0.5932142857142857,0.6059126984126985,0.012698412698412764,0.5733333333333333,0.5753968253968254,0.0020634920634921006,0.634271911663216,0.6383116883116883,0.004039776648472326,0.6412213740458015,0.6356589147286822,-0.005562459317119295,0.484047619047619,0.5388095238095237,0.054761904761904734,0.48,0.5,0.020000000000000018,12.8,10.4,-2.4000000000000004,43,41,-2,Pre_Post1_Post2_ADC_T2
elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,SVM_RBF,RandomForest,elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k_smote,0.7469047619047618,0.741547619047619,-0.005357142857142838,0.1168582812586041,0.0681934486213319,-0.0486648326372722,0.7238095238095238,0.7142857142857142,-0.009523809523809601,0.8096604593213396,0.7583491885528595,-0.05131127076848008,0.7923769751127538,0.7228975617860403,-0.06947941332671359,0.6252777777777777,0.6902380952380953,0.06496031746031761,0.5947619047619048,0.680952380952381,0.08619047619047615,0.7106158357771262,0.7370232031692133,0.026407367392087155,0.7034482758620689,0.732824427480916,0.0293761516188471,0.4102380952380952,0.5957142857142858,0.18547619047619057,0.38,0.6,0.21999999999999997,12.4,12.4,0.0,38,38,0,Pre_Post1_Post2_ADC_T2
mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,LightGBM,SVM_Linear,mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k_smote,0.7229960317460318,0.7217063492063491,-0.0012896825396826461,0.064712063570711,0.1163575431734598,0.05164547960274879,0.7147619047619048,0.7149206349206348,0.00015873015873002494,0.7492167713462672,0.7889007844389682,0.039684013092700976,0.7186773219773417,0.7852736485208067,0.06659632654346503,0.6627380952380953,0.6164285714285714,-0.04630952380952391,0.6574603174603175,0.6153968253968254,-0.042063492063492136,0.6689164382528227,0.662389068623583,-0.00652736962923961,0.6722689075630253,0.656,-0.016268907563025237,0.6826190476190476,0.559047619047619,-0.12357142857142855,0.68,0.58,-0.10000000000000009,8.4,8.4,0.0,36,36,0,Pre_Post1_Post2_ADC_T2
