Curve,FPR,TPR,AUC
Positive_Class,0.0,0.0,0.7238095238095238
Positive_Class,0.0,0.015873015873015872,0.7238095238095238
Positive_Class,0.0,0.20634920634920634,0.7238095238095238
Positive_Class,0.02,0.20634920634920634,0.7238095238095238
Positive_Class,0.02,0.25396825396825395,0.7238095238095238
Positive_Class,0.04,0.25396825396825395,0.7238095238095238
Positive_Class,0.04,0.2698412698412698,0.7238095238095238
Positive_Class,0.06,0.2698412698412698,0.7238095238095238
Positive_Class,0.06,0.30158730158730157,0.7238095238095238
Positive_Class,0.1,0.30158730158730157,0.7238095238095238
Positive_Class,0.1,0.3333333333333333,0.7238095238095238
Positive_Class,0.14,0.3333333333333333,0.7238095238095238
Positive_Class,0.14,0.5396825396825397,0.7238095238095238
Positive_Class,0.16,0.5396825396825397,0.7238095238095238
Positive_Class,0.16,0.5555555555555556,0.7238095238095238
Positive_Class,0.18,0.5555555555555556,0.7238095238095238
Positive_Class,0.18,0.5873015873015873,0.7238095238095238
Positive_Class,0.3,0.5873015873015873,0.7238095238095238
Positive_Class,0.3,0.6507936507936508,0.7238095238095238
Positive_Class,0.32,0.6507936507936508,0.7238095238095238
Positive_Class,0.32,0.6984126984126984,0.7238095238095238
Positive_Class,0.34,0.6984126984126984,0.7238095238095238
Positive_Class,0.34,0.7301587301587301,0.7238095238095238
Positive_Class,0.38,0.7301587301587301,0.7238095238095238
Positive_Class,0.38,0.746031746031746,0.7238095238095238
Positive_Class,0.44,0.746031746031746,0.7238095238095238
Positive_Class,0.44,0.7936507936507936,0.7238095238095238
Positive_Class,0.48,0.7936507936507936,0.7238095238095238
Positive_Class,0.48,0.8095238095238095,0.7238095238095238
Positive_Class,0.58,0.8095238095238095,0.7238095238095238
Positive_Class,0.62,0.8095238095238095,0.7238095238095238
Positive_Class,0.62,0.8412698412698413,0.7238095238095238
Positive_Class,0.64,0.8412698412698413,0.7238095238095238
Positive_Class,0.64,0.8571428571428571,0.7238095238095238
Positive_Class,0.8,0.8571428571428571,0.7238095238095238
Positive_Class,0.8,0.873015873015873,0.7238095238095238
Positive_Class,0.82,0.873015873015873,0.7238095238095238
Positive_Class,0.82,0.9365079365079365,0.7238095238095238
Positive_Class,0.86,0.9365079365079365,0.7238095238095238
Positive_Class,0.86,0.9523809523809523,0.7238095238095238
Positive_Class,0.92,0.9523809523809523,0.7238095238095238
Positive_Class,0.92,0.9682539682539683,0.7238095238095238
Positive_Class,0.94,0.9682539682539683,0.7238095238095238
Positive_Class,0.94,1.0,0.7238095238095238
Positive_Class,1.0,1.0,0.7238095238095238
Macro_Average_OvR,0.0,0.13317460317460317,0.7238095238095239
Macro_Average_OvR,0.02,0.15698412698412698,0.7238095238095239
Macro_Average_OvR,0.031746031746031744,0.16698412698412698,0.7238095238095239
Macro_Average_OvR,0.04,0.17492063492063492,0.7238095238095239
Macro_Average_OvR,0.047619047619047616,0.20492063492063492,0.7238095238095239
Macro_Average_OvR,0.06,0.2207936507936508,0.7238095238095239
Macro_Average_OvR,0.06349206349206349,0.24079365079365078,0.7238095238095239
Macro_Average_OvR,0.1,0.25666666666666665,0.7238095238095239
Macro_Average_OvR,0.12698412698412698,0.26666666666666666,0.7238095238095239
Macro_Average_OvR,0.14,0.36984126984126986,0.7238095238095239
Macro_Average_OvR,0.14285714285714285,0.4498412698412698,0.7238095238095239
Macro_Average_OvR,0.15873015873015872,0.45984126984126983,0.7238095238095239
Macro_Average_OvR,0.16,0.4677777777777778,0.7238095238095239
Macro_Average_OvR,0.18,0.48365079365079366,0.7238095238095239
Macro_Average_OvR,0.19047619047619047,0.5536507936507937,0.7238095238095239
Macro_Average_OvR,0.20634920634920634,0.5736507936507937,0.7238095238095239
Macro_Average_OvR,0.25396825396825395,0.6036507936507937,0.7238095238095239
Macro_Average_OvR,0.2698412698412698,0.6236507936507937,0.7238095238095239
Macro_Average_OvR,0.3,0.6553968253968254,0.7238095238095239
Macro_Average_OvR,0.30158730158730157,0.6653968253968254,0.7238095238095239
Macro_Average_OvR,0.32,0.6892063492063492,0.7238095238095239
