fold,auc,pr_auc,accuracy,bal_accuracy,f1_score,precision,recall,n_features
1,0.8456790123456791,0.8942149988718617,0.7407407407407407,0.7777777777777777,0.7741935483870968,0.9230769230769231,0.6666666666666666,16
2,0.6363636363636364,0.781308457624247,0.55,0.5505050505050505,0.5714285714285714,0.6,0.5454545454545454,18
3,0.8333333333333334,0.8461801760331172,0.7096774193548387,0.7041666666666666,0.7567567567567568,0.6666666666666666,0.875,8
4,0.4875,0.6516232099327064,0.5769230769230769,0.58125,0.6206896551724138,0.6923076923076923,0.5625,16
5,0.8055555555555556,0.5666666666666667,0.6153846153846154,0.7222222222222222,0.6153846153846154,0.4444444444444444,1.0,8
