Feature_Name,Selection_Count,Selection_Frequency,Selected_As_Stable
ADC_IH_IntensityHistogramMedian_Intensity,4,0.8,True
Post1_Morph_Sphericity,3,0.6,True
ADC_IB_MedianIntensity,3,0.6,True
Post1_Morph_Compactness1,3,0.6,True
Post2_GLCM_InverseVariance,3,0.6,True
Post2_GLCM_Correlation,3,0.6,True
Post2_IH_IntensityHistogramMode_Intensity,3,0.6,True
ADC_GLSZM_GreyLevelVariance,2,0.4,True
Post1_GLSZM_LargeZoneEmphasis,2,0.4,True
Post1_IH_MinimumHistogramGradientGreyLevel_Intensity,1,0.2,False
Pre_GLCM_ClusterProminence,1,0.2,False
Post1_GLCM_InverseDifferenceMoment,1,0.2,False
Post1_Morph_Compactness2,1,0.2,False
Post2_GLSZM_HighGrayLevelZoneEmphasis,1,0.2,False
Pre_NGTDM_Complexity,1,0.2,False
Post1_IH_IntensityHistogramMode_Intensity,1,0.2,False
Pre_Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist,1,0.2,False
Pre_GLSZM_GreyLevelVariance,1,0.2,False
Post2_GLCM_AngularSecondMoment,1,0.2,False
Pre_GLSZM_HighGrayLevelZoneEmphasis,1,0.2,False
Post2_Morph_Sphericity,1,0.2,False
