Metric,Value
ROC-AUC,0.7428571428571429
PR-AUC,0.7909706867668371
Balanced Acc.,0.715079365079365
Sensitivity,0.7301587301587301
Specificity,0.7
PPV,0.7540983606557377
NPV,0.6730769230769231
Kappa,0.42839076825798295
