Threshold,Sensitivity,Specificity,PPV,NPV,Accuracy,Balanced_Accuracy,Youden_Index,TP,FP,TN,FN
0.01,1.0,0.0,0.5575221238938053,,0.5575221238938053,0.5,0.0,63,50,0,0
0.02,1.0,0.0,0.5575221238938053,,0.5575221238938053,0.5,0.0,63,50,0,0
0.03,1.0,0.0,0.5575221238938053,,0.5575221238938053,0.5,0.0,63,50,0,0
0.04,1.0,0.0,0.5575221238938053,,0.5575221238938053,0.5,0.0,63,50,0,0
0.05,1.0,0.0,0.5575221238938053,,0.5575221238938053,0.5,0.0,63,50,0,0
0.060000000000000005,1.0,0.0,0.5575221238938053,,0.5575221238938053,0.5,0.0,63,50,0,0
0.06999999999999999,1.0,0.0,0.5575221238938053,,0.5575221238938053,0.5,0.0,63,50,0,0
0.08,1.0,0.0,0.5575221238938053,,0.5575221238938053,0.5,0.0,63,50,0,0
0.09,1.0,0.0,0.5575221238938053,,0.5575221238938053,0.5,0.0,63,50,0,0
0.09999999999999999,1.0,0.02,0.5625,1.0,0.5663716814159292,0.51,0.020000000000000018,63,49,1,0
0.11,1.0,0.04,0.5675675675675675,1.0,0.5752212389380531,0.52,0.040000000000000036,63,48,2,0
0.12,1.0,0.04,0.5675675675675675,1.0,0.5752212389380531,0.52,0.040000000000000036,63,48,2,0
0.13,1.0,0.04,0.5675675675675675,1.0,0.5752212389380531,0.52,0.040000000000000036,63,48,2,0
0.14,1.0,0.08,0.5779816513761468,1.0,0.5929203539823009,0.54,0.08000000000000007,63,46,4,0
0.15000000000000002,1.0,0.12,0.5887850467289719,1.0,0.6106194690265486,0.56,0.1200000000000001,63,44,6,0
0.16,1.0,0.14,0.5943396226415094,1.0,0.6194690265486725,0.5700000000000001,0.14000000000000012,63,43,7,0
0.17,0.9841269841269841,0.16,0.5961538461538461,0.8888888888888888,0.6194690265486725,0.572063492063492,0.1441269841269841,62,42,8,1
0.18000000000000002,0.9841269841269841,0.16,0.5961538461538461,0.8888888888888888,0.6194690265486725,0.572063492063492,0.1441269841269841,62,42,8,1
0.19,0.9682539682539683,0.16,0.5922330097087378,0.8,0.6106194690265486,0.5641269841269841,0.1282539682539683,61,42,8,2
0.2,0.9682539682539683,0.18,0.5980392156862745,0.8181818181818182,0.6194690265486725,0.5741269841269842,0.1482539682539683,61,41,9,2
0.21000000000000002,0.9682539682539683,0.18,0.5980392156862745,0.8181818181818182,0.6194690265486725,0.5741269841269842,0.1482539682539683,61,41,9,2
0.22,0.9682539682539683,0.22,0.61,0.8461538461538461,0.6371681415929203,0.5941269841269842,0.18825396825396834,61,39,11,2
0.23,0.9682539682539683,0.22,0.61,0.8461538461538461,0.6371681415929203,0.5941269841269842,0.18825396825396834,61,39,11,2
0.24000000000000002,0.9365079365079365,0.28,0.6210526315789474,0.7777777777777778,0.6460176991150443,0.6082539682539683,0.21650793650793654,59,36,14,4
0.25,0.9365079365079365,0.28,0.6210526315789474,0.7777777777777778,0.6460176991150443,0.6082539682539683,0.21650793650793654,59,36,14,4
0.26,0.9365079365079365,0.34,0.6413043478260869,0.8095238095238095,0.672566371681416,0.6382539682539683,0.2765079365079366,59,33,17,4
0.27,0.9365079365079365,0.36,0.6483516483516484,0.8181818181818182,0.6814159292035398,0.6482539682539683,0.2965079365079366,59,32,18,4
0.28,0.9206349206349206,0.4,0.6590909090909091,0.8,0.6902654867256637,0.6603174603174603,0.3206349206349206,58,30,20,5
0.29000000000000004,0.9206349206349206,0.4,0.6590909090909091,0.8,0.6902654867256637,0.6603174603174603,0.3206349206349206,58,30,20,5
0.3,0.9206349206349206,0.4,0.6590909090909091,0.8,0.6902654867256637,0.6603174603174603,0.3206349206349206,58,30,20,5
0.31,0.9206349206349206,0.42,0.6666666666666666,0.8076923076923077,0.6991150442477876,0.6703174603174603,0.3406349206349206,58,29,21,5
0.32,0.9206349206349206,0.44,0.6744186046511628,0.8148148148148148,0.7079646017699115,0.6803174603174603,0.36063492063492064,58,28,22,5
0.33,0.9047619047619048,0.44,0.6705882352941176,0.7857142857142857,0.6991150442477876,0.6723809523809524,0.3447619047619048,57,28,22,6
0.34,0.873015873015873,0.44,0.6626506024096386,0.7333333333333333,0.6814159292035398,0.6565079365079365,0.31301587301587297,55,28,22,8
0.35000000000000003,0.873015873015873,0.48,0.6790123456790124,0.75,0.6991150442477876,0.6765079365079365,0.353015873015873,55,26,24,8
0.36000000000000004,0.873015873015873,0.48,0.6790123456790124,0.75,0.6991150442477876,0.6765079365079365,0.353015873015873,55,26,24,8
0.37,0.8571428571428571,0.48,0.675,0.7272727272727273,0.6902654867256637,0.6685714285714286,0.3371428571428572,54,26,24,9
0.38,0.8571428571428571,0.48,0.675,0.7272727272727273,0.6902654867256637,0.6685714285714286,0.3371428571428572,54,26,24,9
0.39,0.8412698412698413,0.48,0.6708860759493671,0.7058823529411765,0.6814159292035398,0.6606349206349207,0.32126984126984137,53,26,24,10
0.4,0.8412698412698413,0.5,0.6794871794871795,0.7142857142857143,0.6902654867256637,0.6706349206349207,0.3412698412698414,53,25,25,10
0.41000000000000003,0.8253968253968254,0.5,0.6753246753246753,0.6944444444444444,0.6814159292035398,0.6626984126984127,0.32539682539682535,52,25,25,11
0.42000000000000004,0.8253968253968254,0.56,0.7027027027027027,0.717948717948718,0.7079646017699115,0.6926984126984127,0.3853968253968254,52,22,28,11
0.43,0.8253968253968254,0.58,0.7123287671232876,0.725,0.7168141592920354,0.7026984126984126,0.4053968253968252,52,21,29,11
0.44,0.8095238095238095,0.58,0.7083333333333334,0.7073170731707317,0.7079646017699115,0.6947619047619047,0.3895238095238094,51,21,29,12
0.45,0.7777777777777778,0.6,0.7101449275362319,0.6818181818181818,0.6991150442477876,0.6888888888888889,0.37777777777777777,49,20,30,14
0.46,0.7777777777777778,0.6,0.7101449275362319,0.6818181818181818,0.6991150442477876,0.6888888888888889,0.37777777777777777,49,20,30,14
0.47000000000000003,0.7777777777777778,0.64,0.7313432835820896,0.6956521739130435,0.7168141592920354,0.7088888888888889,0.4177777777777778,49,18,32,14
0.48000000000000004,0.7777777777777778,0.66,0.7424242424242424,0.7021276595744681,0.7256637168141593,0.7188888888888889,0.4377777777777778,49,17,33,14
0.49,0.7777777777777778,0.66,0.7424242424242424,0.7021276595744681,0.7256637168141593,0.7188888888888889,0.4377777777777778,49,17,33,14
0.5,0.7777777777777778,0.66,0.7424242424242424,0.7021276595744681,0.7256637168141593,0.7188888888888889,0.4377777777777778,49,17,33,14
0.51,0.7619047619047619,0.66,0.7384615384615385,0.6875,0.7168141592920354,0.710952380952381,0.421904761904762,48,17,33,15
0.52,0.7301587301587301,0.66,0.7301587301587301,0.66,0.6991150442477876,0.6950793650793651,0.39015873015873015,46,17,33,17
0.53,0.6984126984126984,0.74,0.7719298245614035,0.6607142857142857,0.7168141592920354,0.7192063492063492,0.43841269841269837,44,13,37,19
0.54,0.6984126984126984,0.76,0.7857142857142857,0.6666666666666666,0.7256637168141593,0.7292063492063492,0.4584126984126984,44,12,38,19
0.55,0.6825396825396826,0.76,0.7818181818181819,0.6551724137931034,0.7168141592920354,0.7212698412698413,0.44253968253968257,43,12,38,20
0.56,0.6825396825396826,0.76,0.7818181818181819,0.6551724137931034,0.7168141592920354,0.7212698412698413,0.44253968253968257,43,12,38,20
0.5700000000000001,0.6666666666666666,0.76,0.7777777777777778,0.6440677966101694,0.7079646017699115,0.7133333333333334,0.42666666666666675,42,12,38,21
0.5800000000000001,0.6507936507936508,0.78,0.7884615384615384,0.639344262295082,0.7079646017699115,0.7153968253968255,0.43079365079365095,41,11,39,22
0.59,0.6349206349206349,0.78,0.7843137254901961,0.6290322580645161,0.6991150442477876,0.7074603174603175,0.4149206349206349,40,11,39,23
0.6,0.6031746031746031,0.78,0.7755102040816326,0.609375,0.6814159292035398,0.6915873015873015,0.38317460317460306,38,11,39,25
0.61,0.5555555555555556,0.78,0.7608695652173914,0.582089552238806,0.6548672566371682,0.6677777777777778,0.3355555555555556,35,11,39,28
0.62,0.5079365079365079,0.78,0.7441860465116279,0.5571428571428572,0.6283185840707964,0.643968253968254,0.28793650793650793,32,11,39,31
0.63,0.47619047619047616,0.8,0.75,0.547945205479452,0.6194690265486725,0.638095238095238,0.2761904761904761,30,10,40,33
0.64,0.47619047619047616,0.8,0.75,0.547945205479452,0.6194690265486725,0.638095238095238,0.2761904761904761,30,10,40,33
0.65,0.4444444444444444,0.84,0.7777777777777778,0.5454545454545454,0.6194690265486725,0.6422222222222222,0.2844444444444445,28,8,42,35
0.66,0.4444444444444444,0.84,0.7777777777777778,0.5454545454545454,0.6194690265486725,0.6422222222222222,0.2844444444444445,28,8,42,35
