Curve,FPR,TPR,AUC
Micro_Average_OvR,0.2743362831858407,0.7168141592920354,0.7726133604824184
Micro_Average_OvR,0.2831858407079646,0.7256637168141593,0.7726133604824184
Micro_Average_OvR,0.3008849557522124,0.7256637168141593,0.7726133604824184
Micro_Average_OvR,0.3008849557522124,0.7345132743362832,0.7726133604824184
Micro_Average_OvR,0.3185840707964602,0.7345132743362832,0.7726133604824184
Micro_Average_OvR,0.3185840707964602,0.7610619469026548,0.7726133604824184
Micro_Average_OvR,0.336283185840708,0.7610619469026548,0.7726133604824184
Micro_Average_OvR,0.336283185840708,0.7699115044247787,0.7726133604824184
Micro_Average_OvR,0.35398230088495575,0.7699115044247787,0.7726133604824184
Micro_Average_OvR,0.35398230088495575,0.7876106194690266,0.7726133604824184
Micro_Average_OvR,0.36283185840707965,0.7876106194690266,0.7726133604824184
Micro_Average_OvR,0.36283185840707965,0.7964601769911505,0.7726133604824184
Micro_Average_OvR,0.37168141592920356,0.7964601769911505,0.7726133604824184
Micro_Average_OvR,0.37168141592920356,0.8053097345132744,0.7726133604824184
Micro_Average_OvR,0.4336283185840708,0.8053097345132744,0.7726133604824184
Micro_Average_OvR,0.4336283185840708,0.8141592920353983,0.7726133604824184
Micro_Average_OvR,0.4778761061946903,0.8141592920353983,0.7726133604824184
Micro_Average_OvR,0.4778761061946903,0.8230088495575221,0.7726133604824184
Micro_Average_OvR,0.5221238938053098,0.8230088495575221,0.7726133604824184
Micro_Average_OvR,0.5221238938053098,0.8495575221238938,0.7726133604824184
Micro_Average_OvR,0.5309734513274337,0.8495575221238938,0.7726133604824184
Micro_Average_OvR,0.5309734513274337,0.8584070796460177,0.7726133604824184
Micro_Average_OvR,0.5575221238938053,0.8584070796460177,0.7726133604824184
Micro_Average_OvR,0.5575221238938053,0.8761061946902655,0.7726133604824184
Micro_Average_OvR,0.5663716814159292,0.8761061946902655,0.7726133604824184
Micro_Average_OvR,0.5663716814159292,0.8938053097345132,0.7726133604824184
Micro_Average_OvR,0.584070796460177,0.8938053097345132,0.7726133604824184
Micro_Average_OvR,0.584070796460177,0.9026548672566371,0.7726133604824184
Micro_Average_OvR,0.6106194690265486,0.9026548672566371,0.7726133604824184
Micro_Average_OvR,0.6106194690265486,0.911504424778761,0.7726133604824184
Micro_Average_OvR,0.6371681415929203,0.911504424778761,0.7726133604824184
Micro_Average_OvR,0.6371681415929203,0.9203539823008849,0.7726133604824184
Micro_Average_OvR,0.6460176991150443,0.9203539823008849,0.7726133604824184
Micro_Average_OvR,0.6460176991150443,0.9292035398230089,0.7726133604824184
Micro_Average_OvR,0.7079646017699115,0.9292035398230089,0.7726133604824184
Micro_Average_OvR,0.7079646017699115,0.9469026548672567,0.7726133604824184
Micro_Average_OvR,0.7433628318584071,0.9469026548672567,0.7726133604824184
Micro_Average_OvR,0.7433628318584071,0.9557522123893806,0.7726133604824184
Micro_Average_OvR,0.7522123893805309,0.9557522123893806,0.7726133604824184
Micro_Average_OvR,0.7522123893805309,0.9646017699115044,0.7726133604824184
Micro_Average_OvR,0.8053097345132744,0.9646017699115044,0.7726133604824184
Micro_Average_OvR,0.8053097345132744,0.9734513274336283,0.7726133604824184
Micro_Average_OvR,0.8230088495575221,0.9734513274336283,0.7726133604824184
Micro_Average_OvR,0.8230088495575221,0.9823008849557522,0.7726133604824184
Micro_Average_OvR,0.8495575221238938,0.9823008849557522,0.7726133604824184
Micro_Average_OvR,0.8495575221238938,0.9911504424778761,0.7726133604824184
Micro_Average_OvR,0.9380530973451328,0.9911504424778761,0.7726133604824184
Micro_Average_OvR,0.9380530973451328,1.0,0.7726133604824184
Micro_Average_OvR,1.0,1.0,0.7726133604824184
