Comparison,Best_Model,Other_Model,Mean_AUC_Best,Mean_AUC_Other,Mean_AUC_Difference,Wilcoxon_Statistic,Wilcoxon_p_value,Wilcoxon_q_value_FDR
SVM_RBF vs ExtraTrees,SVM_RBF,ExtraTrees,0.7469047619047618,0.7375793650793652,0.009325396825396837,5.0,0.625,0.8035714285714286
SVM_RBF vs GradientBoosting,SVM_RBF,GradientBoosting,0.7469047619047618,0.6911904761904762,0.055714285714285716,1.0,0.125,0.421875
SVM_RBF vs KNN,SVM_RBF,KNN,0.7469047619047618,0.7403373015873016,0.0065674603174603165,6.0,0.8125,0.875
SVM_RBF vs LightGBM,SVM_RBF,LightGBM,0.7469047619047618,0.6622619047619048,0.08464285714285713,2.0,0.1875,0.421875
SVM_RBF vs LogisticRegression,SVM_RBF,LogisticRegression,0.7469047619047618,0.7155952380952381,0.031309523809523766,3.0,0.3125,0.5625
SVM_RBF vs NaiveBayes,SVM_RBF,NaiveBayes,0.7469047619047618,0.6692460317460318,0.07765873015873015,4.0,0.4375,0.65625
SVM_RBF vs RandomForest,SVM_RBF,RandomForest,0.7469047619047618,0.7412301587301589,0.005674603174603133,4.0,0.875,0.875
SVM_RBF vs SVM_Linear,SVM_RBF,SVM_Linear,0.7469047619047618,0.7035714285714286,0.043333333333333314,1.0,0.125,0.421875
SVM_RBF vs XGBoost,SVM_RBF,XGBoost,0.7469047619047618,0.7011507936507937,0.04575396825396823,2.0,0.1875,0.421875
