Fold,Feature_Rank_in_Fold,Feature_Name
1,1,GLSZM_SmallZoneEmphasis
1,2,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
1,3,GLSZM_LowGrayLevelZoneEmphasis
1,4,GLCM_DifferenceAverage
1,5,Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
1,6,Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist
1,7,Morph_Sphericity
1,8,GLSZM_NormalisedZoneSizeNonUniformity
1,9,GLRLM_RunEntropy
1,10,GLSZM_GreyLevelVariance
1,11,NGTDM_Coarseness
1,12,IH_MaximumHistogramGradient_Intensity
2,1,IH_IntensityHistogramMinimumGreyLevel_Intensity
2,2,Morph_SphericalDisproportion
2,3,Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist
2,4,GLRLM_RunEntropy
2,5,GLSZM_GreyLevelVariance
2,6,GLCM_DifferenceAverage
2,7,Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
2,8,GLSZM_ZoneSizeNonUniformity
2,9,GLCM_ClusterTendency
2,10,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
2,11,GLRLM_ShortRunHighGreyLevelEmphasis
2,12,IB_AreaUnderCurveCIVH
2,13,GLSZM_HighGrayLevelZoneEmphasis
2,14,GLCM_InverseDifferenceMoment
2,15,IB_MedianIntensity
2,16,NGTDM_Coarseness
2,17,Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm
2,18,IH_MaximumHistogramGradient_Intensity
3,1,NGTDM_Coarseness
3,2,IH_IntensityHistogramMedian_Intensity
3,3,IB_AreaUnderCurveCIVH
3,4,NGTDM_Strength
3,5,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
3,6,Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
3,7,GLRLM_ShortRunHighGreyLevelEmphasis
3,8,GLCM_ClusterTendency
4,1,GLSZM_LowGrayLevelZoneEmphasis
4,2,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist
4,3,GLSZM_ZoneSizeNonUniformity
4,4,Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist
4,5,IH_IntensityHistogramVariance_Intensity
4,6,NGTDM_Strength
4,7,Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DAxialSmallestDist
4,8,GLCM_DifferenceAverage
4,9,GLSZM_LargeZoneLowGreyLevelEmphasis
4,10,GLCM_ClusterTendency
4,11,Morph_RadiusRoiNorm_CentroidCoor_WCentroidCoor_Dist
4,12,GLSZM_SmallZoneLowGreyLevelEmphasis
4,13,IH_IntensityHistogramSkewness_Intensity
4,14,Morph_Compactness2
4,15,GLSZM_LargeZoneEmphasis
4,16,Morph_RadiusSphereNorm_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist
5,1,GLSZM_LargeZoneEmphasis
5,2,IH_IntensityHistogramMedianAbsoluteDeviation_Intensity
5,3,Morph_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist_mm
5,4,Morph_RadiusRoiNorm_MaxIntensityCoor_PerimeterCoor_2DSagittalSmallestDist
5,5,GLCM_ClusterTendency
5,6,IH_IntensityHistogramMeanAbsoluteDeviation_Intensity
5,7,Morph_MaxIntensityCoor_PerimeterCoor_2DCoronalSmallestDist_mm
5,8,IH_MaximumHistogramGradient_Intensity
5,9,Morph_SurfaceToVolumeRatio_cm
5,10,GLSZM_SmallZoneHighGreyLevelEmphasis
