Model,Mean_AUC,Std_AUC,Pooled_AUC,Mean_PR_AUC,Std_PR_AUC,Pooled_PR_AUC,Mean_Acc,Std_Acc,Pooled_Acc,Mean_Bal_Acc,Std_Bal_Acc,Pooled_Bal_Acc,Mean_Prec,Std_Prec,Pooled_Prec,Mean_Rec,Std_Rec,Pooled_Rec,Mean_F1,Std_F1,Pooled_F1,Mean_Specificity,Std_Specificity,Pooled_Specificity,Avg_Features,Mean_Selected_K,Std_Selected_K,Min_Selected_K,Median_Selected_K,Max_Selected_K,Run_Name,Run_Dir,Experiment_ID,FS_METHOD,FS_N_FEATURES,USE_SMOTE,N_Unique_Selected_Features,Max_Selection_Count,Mean_Selection_Count
XGBoost,0.7623569023569023,0.0904077028081456,0.6618343195266272,0.8082710444446295,0.0554215321609352,0.7047592110012391,0.6750592776399228,0.0805949072257702,0.6666666666666666,0.6778030303030302,0.0896081562052485,0.6557692307692308,0.6697402597402597,0.0898918973713468,0.6805555555555556,0.780050505050505,0.1607797762956111,0.7538461538461538,0.7065618591934382,0.0752151818029144,0.7153284671532847,0.5755555555555556,0.1052686158429067,0.5576923076923077,8.4,8.4,3.878143885933063,4,6.0,14,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch/Post2_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,29,4,1.4482758620689655
ExtraTrees,0.7596408529741863,0.0855726711739445,0.7103550295857989,0.817179914921858,0.0216244621049478,0.7757087604983777,0.6639297858652696,0.0639613309032311,0.6666666666666666,0.6830934343434343,0.0605821238504528,0.6673076923076924,0.697483905843039,0.1041748078395141,0.7166666666666667,0.6950757575757576,0.2187741853349301,0.6615384615384615,0.664061152061152,0.0981225174275089,0.688,0.671111111111111,0.1046097981861317,0.6730769230769231,9.6,9.6,3.878143885933063,4,12.0,14,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch/Post2_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,26,5,1.8461538461538463
ExtraTrees,0.7473625140291806,0.0967060250596862,0.6878698224852071,0.8140948892552966,0.0316600933970509,0.7625306724597836,0.6927515853322305,0.1453518811880046,0.6666666666666666,0.7057323232323232,0.1358983680161243,0.6692307692307693,0.7543722943722944,0.0926053256113841,0.7241379310344828,0.6825757575757576,0.2566398996811608,0.6461538461538462,0.6858901302702622,0.1646464512918409,0.6829268292682927,0.7288888888888889,0.1834645994715581,0.6923076923076923,8.4,8.4,3.878143885933063,4,6.0,14,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch/Post2_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,29,4,1.4482758620689655
RandomForest,0.7458978675645341,0.1249657995791418,0.7310650887573963,0.8129622440215891,0.0626671151985383,0.807221318962243,0.6916845878136201,0.1377392263981948,0.6666666666666666,0.6878156565656566,0.1387516194934307,0.6615384615384616,0.7156043956043956,0.0843520950116732,0.696969696969697,0.7311868686868687,0.2012312561892493,0.7076923076923077,0.7111776022846803,0.130414350293076,0.7022900763358778,0.6444444444444445,0.1715578583610558,0.6153846153846154,8.4,8.4,3.878143885933063,4,6.0,14,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch/Post2_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,29,4,1.4482758620689655
SVM_RBF,0.7447769360269361,0.1284550481851757,0.6988165680473373,0.8112092143701339,0.0788062408476442,0.7657817397391937,0.6323784578623288,0.053814059090278,0.6410256410256411,0.6447601010101011,0.0528754955416266,0.6307692307692307,0.641161616161616,0.1119584312935861,0.6619718309859155,0.7450757575757576,0.2036653343389262,0.7230769230769231,0.6621746674378254,0.0925206748693923,0.6911764705882353,0.5444444444444445,0.11417984514369,0.5384615384615384,9.6,9.6,3.878143885933063,4,12.0,14,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch/Post2_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,26,5,1.8461538461538463
GradientBoosting,0.7378647586980921,0.0927283635397479,0.670414201183432,0.7788923604138203,0.0145560145058199,0.7366084504711627,0.5691774653064975,0.1376387445343458,0.5982905982905983,0.6016287878787879,0.0618185531777318,0.5826923076923076,0.6173169825343738,0.173114218595661,0.618421052631579,0.7521464646464646,0.1578725190532447,0.7230769230769231,0.6409375704304711,0.1024259870707997,0.6666666666666666,0.4511111111111111,0.2594961880354666,0.4423076923076923,8.4,8.4,3.878143885933063,4,6.0,14,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch/Post2_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,29,4,1.4482758620689655
KNN,0.7378367003367003,0.0796038557369559,0.6923076923076924,0.8124505925885446,0.0371147287318384,0.7765748118464451,0.5969681095487547,0.0891859133930599,0.6153846153846154,0.6243434343434344,0.0712933575613047,0.6038461538461539,0.6406565656565657,0.178315016981447,0.6388888888888888,0.7353535353535353,0.1901275354780695,0.7076923076923077,0.644522417153996,0.094560887145108,0.6715328467153284,0.5133333333333334,0.2428635749744755,0.5,8.4,8.4,3.878143885933063,4,6.0,14,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch/Post2_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,29,4,1.4482758620689655
SVM_Linear,0.7358585858585859,0.0900938827751286,0.685207100591716,0.7686886494072929,0.0523941831426513,0.7318444849375314,0.6461005422295745,0.0770381277124196,0.6324786324786325,0.645239898989899,0.097183282901236,0.6153846153846154,0.6464254136667928,0.0746129274617553,0.6410256410256411,0.7882575757575758,0.200809027140424,0.7692307692307693,0.6897094355533557,0.0701903851289319,0.6993006993006993,0.5022222222222222,0.2015250497556379,0.4615384615384615,8.4,8.4,3.878143885933063,4,6.0,14,mrmr_then_elasticnet_no_corr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch/Post2_T2/fs_method_comparison/mrmr_then_elasticnet_no_corr_auto_k_no_smote,mrmr_then_elasticnet_no_corr_auto_k,mrmr_then_elasticnet_no_corr,auto,False,29,4,1.4482758620689655
XGBoost,0.7271604938271604,0.070417733681848,0.7180473372781065,0.7710453746375714,0.0869393069862365,0.7745549922590746,0.6382345372667954,0.041842160256533,0.6410256410256411,0.6593308080808081,0.0351954981422434,0.6326923076923077,0.6617391304347826,0.1252393074397344,0.6666666666666666,0.7453282828282829,0.1946057313503921,0.7076923076923077,0.6675555555555556,0.0761304193344938,0.6865671641791045,0.5733333333333335,0.1463295789613718,0.5576923076923077,9.6,9.6,3.878143885933063,4,12.0,14,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch/Post2_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,26,5,1.8461538461538463
NaiveBayes,0.7179377104377105,0.0876524346622808,0.6278106508875739,0.7790546740297019,0.055313617415347,0.6956963937869483,0.6195505927763992,0.0930073306262297,0.6239316239316239,0.6345328282828283,0.0805492619687723,0.601923076923077,0.6263054187192119,0.1518810240992427,0.6265060240963856,0.8246212121212121,0.1363089115779812,0.8,0.6867494824016562,0.0844649450996806,0.7027027027027027,0.4444444444444445,0.2195393606262838,0.4038461538461538,9.6,9.6,3.878143885933063,4,12.0,14,elasticnet_then_mrmr_auto_k_no_smote,nested_cv_outputs_all_pairwise_concat_batch/Post2_T2/fs_method_comparison/elasticnet_then_mrmr_auto_k_no_smote,elasticnet_then_mrmr_auto_k,elasticnet_then_mrmr,auto,False,26,5,1.8461538461538463
