Feature_Original,Feature_Sanitized,MeanAbsSHAP,Selection_Count
GLCM_ClusterProminence,GLCM_ClusterProminence,0.0787016701234515,2
GLRLM_ShortRunLowGreyLevelEmphasis,GLRLM_ShortRunLowGreyLevelEmphasis,0.043617724363600015,2
GLRLM_RunLengthVariance,GLRLM_RunLengthVariance,0.041096455656583604,3
NGTDM_Contrast,NGTDM_Contrast,0.03640647827649834,2
GLCM_ClusterShade,GLCM_ClusterShade,0.03173079836637098,5
GLSZM_HighGrayLevelZoneEmphasis,GLSZM_HighGrayLevelZoneEmphasis,0.029262877171767274,2
Morph_Asphericity,Morph_Asphericity,0.024854410122015717,3
NGTDM_Busyness,NGTDM_Busyness,0.021248000322817723,4
GLCM_JointMaximum,GLCM_JointMaximum,0.020390654493459986,2
GLRLM_LongRunLowGreyLevelEmphasis,GLRLM_LongRunLowGreyLevelEmphasis,0.020082355510908596,4
NGTDM_Strength,NGTDM_Strength,0.017307287737155976,4
GLCM_NormalisedInverseDifferenceMoment,GLCM_NormalisedInverseDifferenceMoment,0.016352006936615763,4
IH_IntensityHistogramSkewness_Intensity,IH_IntensityHistogramSkewness_Intensity,0.013742159144401998,4
IH_MaximumHistogramGradientGreyLevel_Intensity,IH_MaximumHistogramGradientGreyLevel_Intensity,0.009761062110558305,2
IH_MinimumHistogramGradientGreyLevel_Intensity,IH_MinimumHistogramGradientGreyLevel_Intensity,0.00862318697503834,4
GLRLM_RunEntropy,GLRLM_RunEntropy,0.008440917670630842,3
GLCM_Correlation,GLCM_Correlation,0.007226920160524569,5
Morph_SurfaceToVolumeRatio_cm,Morph_SurfaceToVolumeRatio_cm,0.0054734729405136184,3
GLSZM_SmallZoneEmphasis,GLSZM_SmallZoneEmphasis,0.0015390010025587498,2
